,Name,City,Rating,Rating Count,Telephone,Cuisine,Cost for two,Address,Famous Food,updated_url
3457,Le Plaisir,Pune,4.5,4530.0,+91 8550995835 +91 8550995865,"European, Italian, Fast Food, Salad, Continental, Beverages, Desserts",1000.0,"Survey 759/125, Rajkamal, Opposite Kelkar Eye Hospital, Prabhat Road, Deccan Gymkhana, Pune","Pasta , Sandwich , Macaroon , Cheesecake , Salad , Hot Chocolate , Coffee",https://www.zomato.com/pune/le-plaisir-deccan-gymkhana
5110,Sentosa MultiCuisine Restaurant,Pune,4.5,1351.0,020 71967455,"North Indian, Chinese, Mughlai, Continental",1800.0,"Pune-Mumbai Expressway, Ravet, Pune","Mocktails , Gulab Jamun , Veg Platter , Spring Roll , Butter Chicken , Veg Hyderabadi Biryani , Tea",https://www.zomato.com/pune/sentosa-multicuisine-restaurant-ravet
5264,Cafe Apo,Pune,4.5,106.0,020 71966970,"Cafe, Italian",600.0,"Mayur Colony, Opposite Milan Society, Kothrud, Pune","Burgers , Nachos , Watermelon Cooler , Peri Peri Fries , Oreo Shake , Pesto Pasta , Chicken Burger",https://www.zomato.com/pune/cafe-apo-kothrud
3603,The Sassy Spoon,Pune,4.5,1851.0,020 71966979,"European, Asian, Italian, Finger Food, Salad, Fast Food",1500.0,"Lane 7, Sanskriti Lifestyle Complex, Koregaon Park, Pune","Cocktails , Salad , Nachos , Fries , Burgers , Pasta , Mocktails",https://www.zomato.com/pune/the-sassy-spoon-koregaon-park
4189,Cafe 1730,Pune,4.5,3828.0,+91 9689921730 +91 9689881730,"European, Continental, North Indian, Goan, Salad",1600.0,"21/1, Serene Bay, Lane 6, Off North Main Road, Koregaon Park, Pune","Pizza , Pasta , Chicken Steak , Cocktails , Nachos , Chicken Wings , Belgium Chocolate",https://www.zomato.com/pune/cafe-1730-koregaon-park
4050,BarBerry,Pune,4.5,1459.0,+91 9413324280 +91 9922335111,"North Indian, Italian, Finger Food",1200.0,"121/122, Rambaug Colony, Paud Road, Next Lane Of MIT Collage, Kothrud, Pune","Beer , Cocktails , Spring Roll , Nachos , Chilli Paneer , Fries , Tandoori Chicken",https://www.zomato.com/pune/barberry-kothrud
4326,Laa Unico,Pune,4.5,1408.0,+91 9689545544 +91 9867860624,"Italian, Mexican, Continental, Modern Indian, Beverages",1500.0,"Arihant Aura Building, Commercial Complex, Mukundnagar, Near Laxmi Narayan Theatre, Swargate, Pune","Mocktails , Pizza , Panipuri , Pasta , Pav Bhaji Fondue , Khaman Oxide , Nachos",https://www.zomato.com/pune/laa-unico-swargate
4431,Autobahn,Pune,4.5,3281.0,020 71967119,"Bengali, Chettinad, Goan, North Indian",1300.0,"Third Floor, Phoenix Market City, Viman Nagar, Pune","Rasgulla , Fish , Gulab Jamun , Dahi Bhalle , Mocktails , Chicken Biryani , Luchi",https://www.zomato.com/pune/autobahn-viman-nagar
4691,Chili's American Grill & Bar,Pune,4.5,4960.0,+91 9096140705 +91 7768080801,"Mexican, American, Tex-Mex, Salad, Burger",1400.0,"UG 49, Phoenix Market City, Nagar Road, Viman Nagar, Pune","Burgers , Pasta , Fajita , Cocktails , Steak , Veg Nachos , Chicken Wings",https://www.zomato.com/pune/chilis-american-grill-bar-viman-nagar
4207,The French Window Patisserie,Pune,4.5,1462.0,+91 9766644202 020 30586643,"Cafe, Desserts, French, Bakery, European",600.0,"Lane 5, Opposite Mughal Garden, Koregaon Park, Pune","Coffee , Hot Chocolate , Tiramisu , Sandwich , Cheesecake , Chicken Quiche , Chocolate Pastry",https://www.zomato.com/pune/the-french-window-patisserie-koregaon-park
4017,Eternia Rooftop Resto Lounge at Skye,Pune,4.5,2411.0,020 71966938,"Continental, Chinese, North Indian",1800.0,"9th Floor, B Wing, ICC Trade Tower, Senapati Bapat Road, Pune","Cocktails , Mocktails , Pizza , Pasta Eternia , Nachos , Butter Chicken , Mojito",https://www.zomato.com/pune/eternia-rooftop-resto-lounge-at-skye-senapati-bapat-road
12151,Eternia Rooftop,Pune,4.5,2535.0,080 46971030,"American, Chinese, North Indian, Italian, Mughlai",1800.0,"9th Floor, B Wing, ICC Trade Tower, Senapati Bapat Road, Pune","Cocktails , Mocktails , Pizza , Pasta Eternia , Nachos , Butter Chicken , Mojito",https://www.zomato.com/pune/eternia-senapati-bapat-road
6730,Nina Pinta Santamaria,Pune,4.5,277.0,+91 8007934000,"Street Food, Desserts",300.0,"1225/I, Off Apte Road, Venus Stationers Lane, Opposite Hotel Smart Inn, Deccan, FC Road, Pune","Death By Chocolate , Mushroom Crepe , Savoury Crepe , Chocolate Crepe , Butter Chicken , Paneer Bhurji , Mango Crepe",https://www.zomato.com/nina-pinta-santamaria-food-tru
5256,Savya Rasa,Pune,4.5,1166.0,020 71967543,"South Indian, Mangalorean, Kerala, Chettinad",2100.0,"Flat 2, Survey 479 To 480, Gera Serenity, Off North Main Road, Koregaon Park, Pune","Appam , Neer Dosa , Cocktails , Fish , Vegetable Stew , Paratha , Filtered Coffee",https://www.zomato.com/pune/savya-rasa-koregaon-park
323,Royal China,Pune,4.5,431.0,+91 9168796565 +91 9673421368,"Chinese, Cantonese",2500.0,"Business Plaza Westin Hotel, KP Annexe, Mundhwa, Pune","Dumplings , Noodle , Prawn , Sea Food , Pork Ribs , Chocolate Mud Cake , Chocolate Dome",https://www.zomato.com/pune/royal-china-mundhwa
3689,Darshan,Pune,4.5,2404.0,020 71966927,"Italian, Continental, Chinese, Mexican, Fast Food, Street Food, Desserts",700.0,"Amar Business Park, Baner, Pune","Chana Bhatura , Chole Bhature , Pasta , Dahi Vada , Sandwich , Nachos , Brownie",https://www.zomato.com/pune/darshan-baner
3941,Vohuman Cafe,Pune,4.5,3356.0,+91 9373323263,Street Food,250.0,"Millennium Star, Near Ruby Hall, Dhole Patil Road, Pune","Bun Maskas , Cheese Omelette , Tea , Healthy Breakfast , Masala Chai , Irani Chai , Coffee",https://www.zomato.com/pune/vohuman-cafe-dhole-patil-road
5042,Aaoji Khhaoji,Pune,4.5,2213.0,+91 8055554482 +91 8806397779,North Indian,600.0,"Shop 32, Raghukulnagari, Ambedkar Chowk, Bopodi, Opposite Patil Complex, Khadki, Pune","Paratha , Dal Makhani , Jumbo Lassi , Jumbo Thali , Malai Lassi , Parantha Thali , Custard",https://www.zomato.com/pune/aaoji-khhaoji-khadki
6247,Shiv Kailash,Pune,4.5,616.0,020 26127444,Desserts,200.0,"Opposite Pune Railway Station, Camp Area, Pune","Lassi , Kulfi Faluda , Masala Milk , Faluda Ice Cream , Rabri , Kulfi Basundi , Masala Doodh",https://www.zomato.com/pune/shiv-kailash-camp-area
4958,Sorted. Delicatessen,Pune,4.5,369.0,020 48601801 +91 9764717901,"Cafe, European, Continental, Sandwich, Salad, Healthy Food",1500.0,"Ground Floor, Golden Nest Co-op Society, Next to Royal Orchid Golden Suites, Kalyani Nagar, Pune","Pizza , Salad , Tiramisu , Butter Chicken , Pancakes , Sandwich , Pasta",https://www.zomato.com/pune/sorted-delicatessen-kalyani-nagar
4915,Pune Baking Company - JW Marriott Pune,Pune,4.5,1234.0,+91 9607635858 020 66833333,"Desserts, Cafe, Bakery",700.0,"JW Marriott, Senapati Bapat Road, Pune","Coffee , Sandwich , Cheesecake , Tiramisu , Hot Chocolate , Cinnamon Roll , Grand Cru Marquise",https://www.zomato.com/pune/pune-baking-company-jw-marriott-pune-senapati-bapat-road
3955,Flying Duck Co.,Pune,4.5,1503.0,+91 7769952964 +91 7875590666,"Asian, European",1200.0,"Shop 12-13, D Building, Park Grandeur, Balewadi High Street, Baner, Pune","Pork Chops , Tiramisu , Khau Suey , Noodle , Cocktails , Fish , Pasta",https://www.zomato.com/pune/flying-duck-co-baner
4733,Yin Yang,Pune,4.5,313.0,+91 9665373375 020 25441234,"Thai, Malaysian, Japanese, Chinese, Indonesian",1200.0,"Lane 2, Happy Colony, Kothrud, Pune","Sushi , Dumplings , Khau Suey , Thai Green Curry , Chicken Noodle , Asparagus Soup , Sea Food",https://www.zomato.com/pune/yin-yang-kothrud
3889,Universal Barbeque,Pune,4.5,2448.0,020 71966872,"BBQ, North Indian, Chinese",1200.0,"Survey 263, Hissa 2, Hinjewadi Marunji Road, Near Laxmi Chowk, Hinjawadi, Pune","Fish , Jalebi , Momos , Pasta , Pizza , Chicken Wings , Brownie",https://www.zomato.com/pune/universal-barbeque-hinjawadi
3737,Ahilyadevis Thali,Pune,4.5,577.0,020 71967488,Maharashtrian,900.0,"Survey 62/3, Pune Satara Road, Maharashtra State Highway 114, Mangdewadi, Katraj, Pune","Mutton Thali , Biryani , Jalebi , Raan , Paya Soup , Chicken Thali , Mutton Curry",https://www.zomato.com/pune/ahilyadevis-thali-katraj
4685,RocoMamas,Pune,4.5,253.0,+91 8657471371 +91 8657171372,"American, Burger",900.0,"Unit 9, Ground Floor, Tower 2, World Trade Centre, Kharadi, Pune","Burgers , Fries , Pork Ribs , Nachos , Mutton Burger , Peri Peri Chicken Wings , Freakshakes",https://www.zomato.com/pune/rocomamas-kharadi
3883,Loft,Pune,4.5,404.0,020 71967460,"Cafe, Continental, Italian, Thai, North Indian",700.0,"A - 0020, Ground Floor, Marvel Edge, Opposite Tulip Neco Garden, Viman Nagar, Pune","Pasta , Burgers , Fries , Potato Wedges , Death By Chocolate , Margherita Pizza , Salad",https://www.zomato.com/pune/loft-viman-nagar
12961,Flax,Pune,4.5,68.0,+91 7420800999 +91 9975230492,"Healthy Food, Juices",800.0,"Survey 212/2, Plot 5960A, Water Front, Kalyani Nagar, Pune","Salad , Falafel Wrap , Chicken Wrap , Pasta , Paneer Wrap , Hummus Wrap , Sandwich",https://www.zomato.com/pune/flax-kalyani-nagar
12231,Upsouth,Pune,4.5,2987.0,020 66890594 +91 9845598258,South Indian,400.0,"G-17, Phoenix Market City, Nagar Road, Viman Nagar, Pune","Filtered Coffee , Mini Idlis , Masala Dosa , Pongal , Upma , Malabari Paratha , Rava Dosa",https://www.zomato.com/pune/upsouth-viman-nagar
3588,The Millers Homebar & Kitchen,Pune,4.5,299.0,+91 8669610999 +91 9158882199,"Continental, North Indian, Thai",1300.0,"Raja Bahadur International Mills, Behind Sheraton Grand, Bund Garden Road, Pune","Nachos , Cocktails , Butter Chicken , Brownie , Mocktails , Mutton Kosha , Khao Suey",https://www.zomato.com/pune/the-millers-homebar-kitchen-bund-garden
3537,Paasha - JW Marriott Pune,Pune,4.5,3187.0,020 71967063,North Indian,2500.0,"JW Marriott, Senapati Bapat Road, Pune","Cocktails , Mocktails , Biryani , Dal Makhani , Wine , Paneer Tikka , Murgh Peshawari",https://www.zomato.com/pune/paasha-jw-marriott-pune-senapati-bapat-road
3530,Kargo,Pune,4.5,2594.0,020 71966689,"Asian, Continental, North Indian",1000.0,"Shop 1 & 2, Marvel Alaina, Lane 8, Off Godrej Nature Basket, Koregaon Park, Pune","Pasta , Chicken Naanza , Salad , Pizza , Chicken Popcorn , Cocktails , Ramen",https://www.zomato.com/pune/kargo-koregaon-park
960,Sentosa Highway,Pune,4.5,195.0,020 71966744,"North Indian, Chinese",1300.0,"Near Mumbai-Pune Expressway, Ravet, Pune","Poha , Biryani , Sandwich , Cocktails , Dal Fry , Butter Chicken , Malai Kulfi",https://www.zomato.com/pune/sentosa-highway-ravet
5472,The Crunch Affair,Pune,4.5,349.0,+91 7757092421,"Cafe, European, Desserts",500.0,"Shop 8, Craft Complex, Opposite to Post Office, Viman Nagar, Pune","Fries , Butter Chicken , Paneer Makhani , Peppy Paneer , Spicy Potato , Potato Wedges , Vanilla Ice Cream",https://www.zomato.com/pune/the-crunch-affair-viman-nagar
3492,Barometer,Pune,4.5,1415.0,+91 9112271000,"Continental, Asian, Italian, North Indian, Finger Food, Fast Food",1500.0,"Shop 2, Chintamani Pride, City Pride Road, Paschimanagri, Kothrud, Pune","Cocktails , Pizza , Pasta , Filtered Coffee , Nachos , Mocktails , Sangria",https://www.zomato.com/pune/barometer-kothrud
3478,The Urban Foundry,Pune,4.5,3752.0,020 71966665,"North Indian, Bar Food",1700.0,"Shop 1, Balewadi High Street, Cummins India Office Campus, Baner-Balewadi Link Road, Baner, Pune","Cocktails , Pizza , Beer , Soya Chaap , Thai Chicken , Biryani , Mocktails",https://www.zomato.com/pune/the-urban-foundry-baner
11665,AB's - Absolute Barbecues,Pune,4.5,2043.0,080 47483707,"European, Mediterranean",1400.0,"2nd Floor, Seasons Mall, Magarpatta, Pune","Paan Ice Cream , Fish , Pasta , Crispy Corn , Sea Food , Salad , Curry Crab",https://www.zomato.com/pune/abs-absolute-barbecues-magarpatta
7474,Camios!,Pune,4.5,86.0,+91 9145044312,"Kebab, Mughlai, Fast Food",600.0,"Shop 3, The Capital Building, Near Regent Plaza Mall, Baner Pashan Link Road, Pashan, Pune","Burgers , Gulab Jamun , Raita , Nawabi Paneer , Paneer Chatpata , Hyderabadi Chicken Biryani , Brownie Chocolate",https://www.zomato.com/pune/camios-baner
4233,Burger,Pune,4.5,2442.0,+91 8275427189,"Burger, Fast Food",250.0,"Phul Gate, Opposite Talwarkars, Off East Street, Camp, East Street, Pune","Burgers , Chicken Jumbo Burger , Chicken Steak , Spicy Sea Burger , Steak Burger , Salami Roll , Fries",https://www.zomato.com/pune/burger-east-street
6862,Brasserie Cinq,Pune,4.5,187.0,+91 9766481460,"French, European",1000.0,"Shop 6, Ground Floor, Insignia, Opposite Axis Bank, Dhole Patil Road, Pune","Salad , Macaroon , Salmon , Raspberry Sorbet , Creme Brulee , French Onion Soup , Fish",https://www.zomato.com/pune/brasserie-cinq-dhole-patil-road
5776,1441 Pizzeria,Pune,4.5,279.0,020 71971184,"Pizza, Italian, Beverages",1000.0,"5, Galaxy Garden, Koregaon Park, Pune","Cheese Chilli Toast , Jalapeno Poppers , Pesto Pizza , Chocolate Mousse , Tiramisu , Cheesy Pizza , Margherita Pizza",https://www.zomato.com/pune/1441-pizzeria-koregaon-park
12745,Rollfie,Pune,4.5,336.0,+91 7091671515 +91 7972074507,"Rolls, Fast Food",300.0,"Shop 2, Opposite Torna Bar, Porwal Road, Lohegaon, Pune","Rolls , Mughlai Chicken , Paneer Tikka Roll , Fries , Chicken Tikka Roll , Chicken Bhuna Roll , Double Egg Roll",https://www.zomato.com/pune/rollfie-lohegaon
4403,Turque - Sayaji Hotel,Pune,4.5,1073.0,020 71966711,"Asian, Mughlai, North Indian, Salad",1500.0,"Sayaji Hotel, Survey 135/136, Mumbai-Bangalore Bypass Highway, Wakad, Pune","Mocktails , Cocktails , Dahi Ke Kebab , Vegetable Biryani , Vegetarian , Tiramisu , Chicken Chermoula",https://www.zomato.com/pune/turque-sayaji-hotel-wakad
11664,AB's - Absolute Barbecues,Pune,4.5,1560.0,+91 7337336721,"European, Mediterranean, North Indian",1400.0,"Shop 10, 11 & 12, Mariplex Mall, Kalyani Nagar, Pune","Paan Ice Cream , Sea Food , Crispy Corn , Panipuri , Pasta , Chicken Biryani , Rabri",https://www.zomato.com/pune/abs-absolute-barbecues-kalyani-nagar
4611,The Poona Project by PizzaExpress,Pune,4.5,1100.0,+91 8433909701,"Italian, Continental, European",1500.0,"Phoenix Market City, Unit 69, Under Ground Floor, Clover Park, Viman Nagar, Pune","Pasta , Cheesecake , Pepperoni Pizza , Lasagne , Wine , Vanilla Gelato , Sweet Potato Fries",https://www.zomato.com/pune/the-poona-project-by-pizzaexpress-viman-nagar
11797,Agent Jack's,Pune,4.5,1975.0,080 46971195,"Finger Food, Continental, North Indian, Italian, Asian, Desserts",1500.0,"Ground Floor, Kapila Matrix, Koregaon Park Annexe, Mundhwa, Pune","Pizza , Nachos , Beer , Fries , Chicken Popcorn , Cocktails , Crispy Corn",https://www.zomato.com/pune/agent-jacks-1-mundhwa
11791,Onesta,Pune,4.5,2865.0,+91 9071778868 +91 9071778869,"Pizza, Italian, Fast Food, Desserts",700.0,"Unit EB FF 14, 2nd Floor, East Block, Amanora Mall, Sadesatranali Village, Hadapsar, Pune","Pizza , Pasta , Tiramisu , Barbeque Chicken , Ravioli , Mocktails , Chocolate Mousse",https://www.zomato.com/pune/onesta-hadapsar
11683,Huber & Holly,Pune,4.5,263.0,+91 8657526440 +91 8657526441,"Ice Cream, Desserts, Fast Food",800.0,"Shop 2, Ground Floor, Ganga Commerce Apartment, North Main Road, Koregaon Park, Pune","Nachos , Chocolate Icecreams , Pizza , Belgian Chocolate , Brownie , Pasta , Cheesecake",https://www.zomato.com/pune/huber-holly-koregaon-park
11775,Agent Jack's,Pune,4.5,4252.0,080 46971915,"Continental, North Indian, Italian, Finger Food, Asian, Burger, Desserts",1500.0,"Terrace, B Wing, ICC Trade Tower, Senapati Bapat Road, Pune","Pizza , Cocktails , Pasta , Chicken Nachos , Crispy Corn , Chicken Biryani , Mocktails",https://www.zomato.com/pune/agent-jacks-senapati-bapat-road
7940,Koko Scoop,Pune,4.5,200.0,+91 7709869300 +91 8446692020,Desserts,150.0,"Shop 3, Riddhi Enclave, Ganpati Chowk, Viman Nagar, Pune",Tender Coconut Ice Cream,https://www.zomato.com/pune/koko-scoop-1-viman-nagar
4099,Hard Rock Cafe,Pune,4.5,3650.0,+91 8408005080 +91 9970860550,"American, Continental, Mexican, Salad",2500.0,"81/82, East Main Road, Koregaon Park Extension, Mundhwa, Pune","Burgers , Cocktails , Legendary Burger , Nachos , Chicken Burger , Long Island Iced Tea , Onion Rings",https://www.zomato.com/pune/hard-rock-cafe-mundhwa
3487,Effingut Brewerkz,Pune,4.5,2753.0,+91 7620038888,"Continental, North Indian, Mughlai, Italian, Asian",2000.0,"Shop 4, Deron Heights, Next To Ranka Jewellers, Baner, Pune","Apple Cider , Craft Beer , Nachos , Cocktails , Hefeweizen , Brownie Chocolate , Stout",https://www.zomato.com/pune/effingut-brewerkz-baner
8906,Pagdandi Books Chai Cafe,Pune,4.5,874.0,+91 7755908525,"Cafe, Bakery, Fast Food, Juices, Frozen Yogurt",250.0,"Shop 6, Regent Plaza, Baner Pashan Link Road, Behind Symantec, Baner, Pune","Coffee , Sandwich , Ginger Chai , Burgers , Bun Maskas , Ginger Tea , Hot Chocolate",https://www.zomato.com/pune/pagdandi-books-chai-cafe-baner
3504,The FML Lounge,Pune,4.5,3008.0,+91 7219745992 +91 7888001166,"North Indian, Mughlai, Chinese",1100.0,"Next to Hotel Fortune Inn Exotica, Hinjawadi, Pune","Pizza , Cocktails , Nachos , Beer , Crispy Corn , Fries , Pasta",https://www.zomato.com/pune/the-fml-lounge-hinjawadi
4066,Shizusan,Pune,4.5,1565.0,020 66890401,"Japanese, Sushi, Vietnamese, Thai, Korean, Chinese, Asian",1600.0,"Phoenix Market City, Upper Ground Floor, Viman Nagar, Pune","Sushi , Dumplings , Rainbow Maki , Mocktails , Fish , Pad Thai Noodle , Cocktails",https://www.zomato.com/pune/shizusan-viman-nagar
12279,Momo's Corrner,Pune,4.5,631.0,+91 9527471548 +91 9689008686,"Momos, Tibetan, Beverages",200.0,"Shop1, Sapahire Building, Lane 6, Near Wagaskar Garden, Koregaon Park, Pune","Chicken Tandoori Momos , Chicken Momo , Spicy Momo , Kurkure Momo , Veg Momos , Chilli Momo , Paneer Momos",https://www.zomato.com/pune/momos-corrner-koregaon-park
3509,Hippie@Heart,Pune,4.5,969.0,020 71967072,"Continental, Italian, North Indian, Finger Food, European",1300.0,"Lane 10, Ground Floor, Bhandarkar Road, Beside HDFC Bank, Deccan Gymkhana, Pune","Pizza , Pasta , Mocktails , Cocktails , Cheese Nachos , Onion Rings , Salsa",https://www.zomato.com/pune/hippie@heart-deccan-gymkhana
11666,Effingut Brewerkz,Pune,4.5,3708.0,+91 7620038888,"Continental, North Indian, Mughlai, Italian, Asian",1700.0,"Lane 6, Koregaon Park, Pune","Apple Cider , Watermelon Martini , Craft Beer , Cocktails , Nachos , Long Island Iced Tea , Butter Chicken",https://www.zomato.com/pune/effingut-brewerkz-koregaon-park
4138,True Tramm Trunk,Pune,4.5,341.0,+91 9168034040 +91 9158024040,"North Indian, Fast Food, Asian",1700.0,"Rooftop Bar, NSG IT Park, Above Croma, ITI Road, Aundh, Pune","Cocktails , Pizza , Nachos , Burgers , Long Island Iced Tea , Paneer Tikka , Mousse",https://www.zomato.com/pune/true-tramm-trunk-aundh
11731,Crazy Cheesy,Pune,4.5,1051.0,080 46971812,"Cafe, Fast Food",450.0,"1555, Sadashiv Peth, Gadkari Sadan, Tilak Road, Pune","Pasta , Fries , Sandwich , Tandoor Paneer Pizza , Burgers , Brownie , Peppy Paneer Pizza",https://www.zomato.com/pune/crazy-cheesy-tilak-road
9402,Wings & Co,Pune,4.5,148.0,+91 9823451802,"Chinese, Fast Food",450.0,"Shop 6, Prasun Plaza, Opposite ICICI Bank, Ganapati Chowk, Viman Nagar, Pune","Chicken Wings , Chilli Fried Rice , Mocktails , Hot Wings , Masala Tikka , Mashed Potato , Garlic Parmesan",https://www.zomato.com/pune/wings-co-viman-nagar
12219,Cafe 1730,Pune,4.5,1673.0,00 918669681730 00 918669691730,"Italian, Continental, Goan, North Indian",1300.0,"Unit 8, Tower 2, World Trade Centre, Near EON IT Park, Kharadi, Pune","Pasta , Pizza , Butter Chicken , Lasagne , Chicken Steak , Nachos , Salad",https://www.zomato.com/pune/cafe-1730-kharadi
