,Name,City,Rating,Rating Count,Telephone,Cuisine,Cost for two,Address,Famous Food,updated_url
2857,Knotty Yard,Mumbai,4.5,560.0,+91 7304030209 +91 7304030208,"North Indian, Italian, Fast Food, Continental",1500.0,"1st Floor, Above China Valley, Opposite Powai Hiranandani Bus Depot, Powai, Mumbai","Cocktails , Pizza , Cheesecake , Mocktails , Rasmalai , Biryani , Long Island Iced Tea",https://www.zomato.com/mumbai/knotty-yard-powai
5756,Yeti - The Himalayan Kitchen,Mumbai,4.5,86.0,+91 9833164392,"Nepalese, Tibetan, Asian",1300.0,"4/5 Floor, Rohan Plaza, 5th Road, Khar, Mumbai","Momos , Veg Platter , Chicken Curry , Thali , Chicken Momo , Fish , Aloo Sadeko",https://www.zomato.com/mumbai/yeti-the-himalayan-kitchen-khar
2900,Opa! Bar & Cafe - Peninsula Grand Hotel,Mumbai,4.5,347.0,022 61736255,"Mediterranean, Lebanese, Italian, Continental",3000.0,"Hotel Peninsula Grand, Rooftop, Opposite Sakinaka Metro Station, Andheri Airport Road, Sakinaka, Mumbai","Cocktails , Mocktails , Pasta , Burgers , Hot Mezze Platter , Baklava , Tiramisu",https://www.zomato.com/mumbai/opa-bar-cafe-peninsula-grand-hotel-sakinaka
4014,Something's Fishy,Mumbai,4.5,1848.0,022 61736141,"Seafood, North Indian, Chinese",1700.0,"Tunga International Hotel, B11, MIDC, Central Road, Mahakali, Mumbai","Sea Food , Fish , Mutton Gassi , Chicken Dum Biryani , Seafood Buffet , Curry Crab , Salad",https://www.zomato.com/mumbai/somethings-fishy-mahakali
4285,Vihara,Mumbai,4.5,391.0,022 68493596,"Chinese, North Indian, Fast Food, South Indian, Beverages",750.0,"Tunga International Hotel, MIDC, B-11 Central Road, Mahakali, Mumbai","Pav Bhaji , Tea , Halwa , Faluda , Filtered Coffee , Rasam Vada , Garlic Naan",https://www.zomato.com/mumbai/vihara-mahakali
6166,Ice Cream Factory & Shahi Durbar,Mumbai,4.5,127.0,+91 8928853557,"Desserts, Ice Cream, Beverages, Juices",450.0,"Shop 5, Ground Floor, Soman Sun City, Big World, Birla College Road West, Kalyan, Thane","Faluda , Kulfi , Pancakes , Brownie , Chocolate Nutella , Nutella Waffle , Chocolate Icecreams",https://www.zomato.com/mumbai/ice-cream-factory-shahi-durbar-kalyan-thane
23921,Flax,Mumbai,4.5,156.0,022 25702010 +91 7304797447,"Healthy Food, Beverages",700.0,"Shop 25, Ground Floor, Powai Plaza, Central Avenue, Hiranandani Gardens, Sainath Nagar, Powai, Mumbai","Salad , Salsa , Sandwich , Rolls , Chicken Roll , Veg Falafel Wrap , Ragi Crackers",https://www.zomato.com/mumbai/flax-powai
3814,Shakey Wakey,Mumbai,4.5,322.0,+91 9820001328 +91 9820001327,"Beverages, Fast Food",500.0,"Shop 1, Ground Floor, Building 12, Lotus CHS Limited, Oshiwara, Andheri West, Mumbai","Sandwich , Rolls , Grape Juice , Butter Chicken Frankie , Chocolate Milkshake , Butter Chicken Roll , Mango Shake",https://www.zomato.com/mumbai/shakey-wakey-oshiwara
20143,Drinkery 51,Mumbai,4.5,4167.0,022 61876844,"North Indian, Asian, Continental, Seafood",2000.0,"1st Floor, Vibgyor Towers, Bandra Kurla Complex, Mumbai","Cocktails , Mocktails , Hazelnut Mousse , Pasta , Noodle , Cheesecake , Pizza",https://www.zomato.com/mumbai/drinkery-51-bandra-kurla-complex
3710,Gateway Taproom,Mumbai,4.5,1097.0,+91 8104590734 022 26534748,"American, Seafood, Continental",2300.0,"Godrej BKC, Unit 3, Plot C - 68, G Block, Bandra Kurla Complex, Mumbai","Almond Cake , Mocktails , Craft Beer , Cocktails , Stuffed Mushroom , Chicken Skewer , Barley Risotto",https://www.zomato.com/mumbai/gateway-taproom-bandra-kurla-complex
5400,Konkani Haus Restaurant & Bar,Mumbai,4.5,251.0,022 68493247,"North Indian, Maharashtrian, Mughlai, Seafood",1100.0,"Rajnigandha Society 3, 4 & 5, Opposite Vandana Talkies, LBS Marg, Panch Pakhadi, Thane West, Thane","Sea Food , Kheer , Fish , Gulab Jamun , Mocktails , Murgh Platter , Thali",https://www.zomato.com/mumbai/konkani-haus-restaurant-bar-panch-pakhadi-thane-west-thane
24382,Plum by Bent Chair,Mumbai,4.5,2340.0,022 50645786,Asian,2400.0,"Third Floor, Trade View Building, Kamala Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai","Sushi , Cheesecake , Cocktails , Mocktails , Dumplings , Noodle , Veg Bao",https://www.zomato.com/mumbai/plum-by-bent-chair-lower-parel
3468,Rodeo Drive - Peninsula Redpine,Mumbai,4.5,1349.0,+91 8291847087 +91 9819995554,"American, Mexican, Italian, Asian",2000.0,"Peninsula Redpine, Andheri East, Near Airport Road Metro Station, Marol, Mumbai","Cocktails , Pizza , Nachos , Mocktails , Dessert Platter , Tiramisu , Burgers",https://www.zomato.com/mumbai/rodeo-drive-peninsula-redpine-marol
23379,Hitchki,Mumbai,4.5,3920.0,+91 8291788008 022 62588999,"Modern Indian, North Indian, Chinese, Momos, Continental, American, Fast Food",1600.0,"5, Transocean, Hiranandani Business Park, Lake Boulevard Road, Powai, Mumbai","Cocktails , Mocktails , Nachos , Butter Chicken , Pasta , Chicken Wings , Fries",https://www.zomato.com/mumbai/hitchki-powai
3073,Loco Loca,Mumbai,4.5,825.0,022 61876979,"Mediterranean, Spanish, North Indian",1600.0,"The Empresa Hotel, Sab TV Lane, Andheri Lokhandwala, Andheri West, Mumbai","Pizza , Salad , Mocktails , Burgers , Cocktails , Cheesecake , Cigar",https://www.zomato.com/mumbai/loco-loca-andheri-lokhandwala
5150,MH-09 Shetkari,Mumbai,4.5,586.0,+91 9768781061,Maharashtrian,450.0,"5, Jeevan Vikas Society, Near Parsik Janta Bank, Luiswadi, Panch Pakhadi, Thane West, Thane","Pandhra Rassa , Mutton Thali , Egg Curry , Veg Thali , Kolhapuri Chicken Thali , Mutton Masala , Kokum Sharbat",https://www.zomato.com/mumbai/mh-09-shetkari-panch-pakhadi-thane-west
2601,Yauatcha,Mumbai,4.5,6003.0,+91 9222222800,"Asian, Cantonese, Chinese, Tea",2800.0,"Raheja Towers, Bandra Kurla Complex, Mumbai","Dumplings , Raspberry Delice , Cocktails , Noodle , Pork Ribs , Macaroon , Mocktails",https://www.zomato.com/mumbai/yauatcha-bandra-kurla-complex
23348,Bayroute,Mumbai,4.5,458.0,+91 8657530351 +91 8657530350,"Egyptian, Turkish, Lebanese, Moroccan, Greek",3000.0,"G-2B, Ground Floor, Maker Maxity 3, North Avenue, Bandra Kurla Complex, Mumbai","Baklava , Cocktails , Pita Bread , Salad , Lamb , Cheesecake , Chocolate Fondant",https://www.zomato.com/mumbai/bayroute-bandra-kurla-complex
4172,Kebabs And Curries Company,Mumbai,4.5,199.0,+91 9372927248 +91 9372918119,"North Indian, Chinese, Mughlai, Beverages",1200.0,"Shop 22, Ground Floor, H Wing, Kanakia Zillion, BKC Annexe, Junction Of LBS Marg And CST Road, Kurla, Mumbai","Gulab Jamun , Brownie , Rabri , Chaap , Mocktails , Spring Roll , Chicken Lollipop",https://www.zomato.com/mumbai/kebabs-and-curries-company-kurla
23308,Feb-30,Mumbai,4.5,495.0,+91 9167021100 +91 9167021200,"Chinese, Lebanese, Mexican, North Indian, Italian",2000.0,"Shop 28, Ground Floor, Meera CHS Limited, Oshiwara Link Road, Oshiwara, Andheri West, Mumbai","Cocktails , Mocktails , Cheesecake , Gajar Ka Halwa , Nachos , Pasta , Mezze Platter",https://www.zomato.com/mumbai/february-30-1-oshiwara
17121,Tripper Cold Cafe,Mumbai,4.5,76.0,022 49784829,Cafe,300.0,"Shop 18, Mayfair CHS, Oberoi Complex, Behind Citi Mall, Andheri Lokhandwala, Andheri West, Mumbai","Chocolate Cake , Cheese Chilli Toast , Paneer Patty , Hot Chocolate , Cake Shake , Brownie Chocolate , Vanilla Softy",https://www.zomato.com/mumbai/tripper-cold-cafe-andheri-lokhandwala
4648,Smiley Pops,Mumbai,4.5,172.0,022 61344846,"Desserts, Ice Cream, Beverages, Sandwich",700.0,"Royal Classic Building, New Link Road, Next to Citi Mall, Andheri Lokhandwala, Andheri West, Mumbai","Hot Chocolate , Sandwich , Oreo Vanilla Shake , Cappuccino , Mojito , Hazelnut Cold Coffee , Hot Coffee",https://www.zomato.com/mumbai/smiley-pops-andheri-lokhandwala
23713,145 Kala Ghoda,Mumbai,4.5,3388.0,022 40396632,"Modern Indian, American, Mexican, Asian, Desserts",1500.0,"145, Kala Ghoda, Fort, Mumbai","Cocktails , Nutella Shake , Freakshakes , Cookie Shot , Pizza , Nutella Milkshake , Spinach Salad",https://www.zomato.com/mumbai/145-kala-ghoda-fort
5120,Ceremonial Kitchen & Co,Mumbai,4.5,499.0,022 61344830,"Seafood, Maharashtrian, North Indian, Chinese",1000.0,"Shop 11, Dosti Imperia, Besides Pepperfry, Manpada, Ghodbunder Road, Thane","Mocktails , Faluda , Koliwada Prawn , Watermelon Cooler , Galauti Kebab , Halwa , Bombil Fry",https://www.zomato.com/mumbai/ceremonial-kitchen-co-ghodbunder-road-thane
25087,Kaala Chashma,Mumbai,4.5,420.0,022 25830303 022 25804030,"North Indian, Asian, Italian, Desserts",1600.0,"Service Road, Louise Wadi, Near LIC Building, Panch Pakhadi, Thane West, Thane","Mocktails , Cocktails , Fries , Butter Chicken , Nachos , Naan , Pizza",https://www.zomato.com/mumbai/kaala-chashma-panch-pakhadi-thane-west-thane
3490,Craftbar,Mumbai,4.5,1690.0,+91 8097401616 +91 8097401717,"Continental, Mediterranean, Modern Indian, Mexican",2000.0,"Hallmark Business Plaza, Sant Dyaneshwar Marg, Near Chetna College, Kalanagar, Bandra East, Mumbai","Cocktails , Momos , Beer , Cheesecake , Mocktails , Sangria , Brownie",https://www.zomato.com/mumbai/craftbar-bandra-east
3496,Khow Chow,Mumbai,4.5,678.0,022 26414444 +91 9987763093,Asian,1500.0,"Shop 2, New Kamal CHS, Waterfield Road, Linking Road, Bandra West, Mumbai","Dumplings , Salad , Kung Pao Potato , Spring Roll , Mocktails , Manchow Soup , Crispy Chicken",https://www.zomato.com/mumbai/khow-chow-linking-road-bandra-west
4882,Boulevard - The Orchid,Mumbai,4.5,1675.0,022 26164040,"North Indian, Seafood, American",2600.0,"The Orchid, 70 C, Nehru Road, Vile Parle East, Mumbai","Salad , Chaat , Panipuri , Biryani , Pasta , Paneer Lababdar , Mocktails",https://www.zomato.com/mumbai/boulevard-the-orchid-vile-parle-east
5,EggOMogo,Mumbai,4.5,76.0,+91 9819029605,"Fast Food, Biryani",300.0,"Shop 5, Dhandurga Society, Uthalsar Naka, Near Castle Mill, Thane West, Thane","Steak , Biryani , Sandwich , Burgers , Omelette , Mocktails , Egg Chilli",https://www.zomato.com/mumbai/eggomogo-castle-mill-thane-west-thane
3809,Millennials Eatery & Bar,Mumbai,4.5,748.0,+91 9769037570,"Continental, American, Italian, Finger Food, Pizza",1500.0,"105, Mumbai Samachar Marg, Apollo Street, Opposite Laxmi Vilas Bank, Fort, Mumbai","Cocktails , Pasta , Pizza , Mocktails , Burgers , Nachos , Cosmopolitan",https://www.zomato.com/mumbai/millennials-eatery-bar-fort
7470,Curry Culture,Mumbai,4.5,105.0,+91 8657527960 +91 8657527961,"North Indian, Biryani, Chinese, Kebab, Mughlai, Asian",800.0,"Shop 26, Linkway Estate, New Link Road, Next To Shakti Motors, Malad West, Mumbai","Biryani , Chicken Tikka , Butter Naan , Butter Chicken , Raita , Dal Tadka , Chicken Chunks",https://www.zomato.com/mumbai/curry-culture-malad-west
24157,TIB - The Ice-cream Bakery,Mumbai,4.5,140.0,00 9820896661‬ +91 9152015451,"Ice Cream, Desserts",350.0,"Shop 7, Meghdoot Building, Opposite Kalidas Natyagruha, P.K. Road, Mulund West, Mumbai","Brownie , Ice Cream Strawberry , Milky Way , Coffee , Dark Chocolate Ice Cream , Chocolate Icecreams , Cheesecake",https://www.zomato.com/mumbai/tib-the-ice-cream-bakery-mulund-west
3399,The Cult - Peninsula Grand Hotel,Mumbai,4.5,3308.0,022 61344389,"Continental, North Indian, Chinese",2100.0,"Hotel Peninsula Grand, Rooftop, Opposite Sakinaka Metro Station, Andheri Airport Road, Sakinaka, Mumbai","Cocktails , Pizza , Chicken Shawarama , Chicken Biryani , Pasta , Rasmalai , Mocktails",https://www.zomato.com/mumbai/the-cult-peninsula-grand-hotel-sakinaka
23371,Lord Of The Drinks,Mumbai,4.5,3030.0,022 61344909,"Finger Food, Continental, European, Chinese, North Indian, Italian",2100.0,"Ground Floor, Aver House, New Link Road, Veera Desai Area, Veera Desai Area, Mumbai","Cocktails , Mocktails , Pizza , Nachos , Pasta , Butter Beer , Fries",https://www.zomato.com/mumbai/lord-of-the-drinks-veera-desai-area
4595,Asian Town,Mumbai,4.5,505.0,022 68493533,"Asian, Chinese, Japanese, Thai, Malaysian, Korean",1800.0,"4126, 1st Floor, 30 K.Dubhash Marg, Kala Ghoda, Fort, Mumbai","Cocktails , Sushi , Mocktails , Noodle , Khau Suey , Jasmine Rice , Pad Thai",https://www.zomato.com/mumbai/asian-town-fort
4436,Soy Street,Mumbai,4.5,1522.0,022 41274687 022 27812335,"Asian, Chinese",1100.0,"Inorbit Mall, First Floor,Sector 30 A, Vashi, Navi Mumbai","Noodle , Lunch Buffet , Sushi , Dumplings , Salad , Cocktails , Iced Tea",https://www.zomato.com/mumbai/soy-street-vashi-navi-mumbai
6005,Royale Masterchef Finedine and Bar,Mumbai,4.5,1529.0,+91 8433979768 +91 8433979767,"North Indian, Asian, Continental, Lebanese, Salad",1400.0,"Gagangiri Building, Near New Flyover,  Kanderpada, Dahisar West, Mumbai","Mocktails , Tiramisu , Biryani , Pasta , Cheesecake , Nachos , Lasagne",https://www.zomato.com/mumbai/royale-masterchef-finedine-and-bar-dahisar-west
23384,Hitchki,Mumbai,4.5,2411.0,022 61701331 022 61701332,"Modern Indian, North Indian, Chinese, Momos, American, Fast Food",1600.0,"Ground Floor, Viviana Mall, Eastern Express Highway, Near Jupiter Hospital, Majiwada, Thane West","Cocktails , Mocktails , Nachos , Naan , Fries , Butter Chicken , Long Island Iced Tea",https://www.zomato.com/mumbai/hitchki-majiwada-thane-west-thane
4334,Mansion Bar & Lounge,Mumbai,4.5,637.0,+91 8976016661,"North Indian, Italian, Mexican, Chinese",1700.0,"A Wing, 5th Floor, O2 Commercial Towers, Minevra Estate, Opposite Asha Nagar, Mulund West, Mumbai","Chocolate Ball , Cocktails , Mocktails , Pizza , Cheesecake , Paneer Tikka , Chole",https://www.zomato.com/mumbai/mansion-bar-lounge-mulund-west
2879,Pot Pourri,Mumbai,4.5,1444.0,+91 9699509699 +91 8879005467,"Italian, Continental, Mexican, North Indian",2000.0,"2nd Floor, Cubic Mall, Vasant Vihar Road, Chembur, Mumbai","Salad , Cocktails , Pizza , Pasta , Mocktails , Fish , Lunch Buffet",https://www.zomato.com/mumbai/pot-pourri-chembur
23696,Hitchki,Mumbai,4.5,890.0,+91 8291932808 022 66429850,"Modern Indian, North Indian, Chinese, Momos, American, Biryani, Continental, Fast Food",1600.0,"Ground Floor, R City Mall, Ghatkopar West, Mumbai","Cocktails , Mocktails , Momos , Nachos , Tomato Soup , Naan , Kulfi",https://www.zomato.com/mumbai/hitchki-ghatkopar-west
8160,Wee Go Cafe,Mumbai,4.5,126.0,+91 8657620181 +91 8657620182,"Continental, Pizza, Sandwich, Fast Food",600.0,"Shop 5, Raj Infinia, Evershine Nagar, Near Movie Time Cinema, Malad West, Mumbai","Pizza , Coffee , Pasta , Hot Chocolate , Burgers , Mexican Nachos , Virgin Pinacolada",https://www.zomato.com/mumbai/wee-go-cafe-malad-west
20835,Taftoon Bar & Kitchen,Mumbai,4.5,1363.0,022 49735748,"North Indian, Lucknowi, Bengali, Kashmiri, Bihari",2500.0,"Unit 2, C-31 & 32, G Block, Naman Centre, Opposite Dena Bank, Bandra Kurla Complex, Mumbai","Cocktails , Kulfi , Galauti Kebab , Mocktails , Kashmiri Kahwa , Naan , Tea",https://www.zomato.com/mumbai/taftoon-bar-kitchen-bandra-kurla-complex
22705,The Delhi Spice,Mumbai,4.5,108.0,+91 7506647826,"North Indian, Chinese, Biryani, Sandwich, Fast Food, Beverages",500.0,"Shop 22, New Sangam Society, Juhu Versova Link Road, Versova, Andheri West, Mumbai","Pav Bhaji , Gulab Jamun , Kadhai Paneer , Hara Bhara Kebab , Butter Naan , Noodle , Dum Biryani",https://www.zomato.com/mumbai/the-delhi-spice-versova
23702,Bayroute,Mumbai,4.5,1957.0,+91 9029008335 +91 8291156403,"Egyptian, Turkish, Lebanese, Moroccan, Greek",3000.0,"Minoo Manor Building 7, Captain Prakash Pethe Marg, Badhwar Park, Apollo Bandar, Cuffe Parade, Mumbai","Baklava , Pita Bread , Salad , Cocktails , Falafel , Lamb , Cheesecake",https://www.zomato.com/mumbai/bayroute-cuffe-parade
2570,Lord of the Drinks,Mumbai,4.5,2794.0,022 33951677,"Finger Food, Continental, European, Chinese, North Indian, Italian",2100.0,"3rd Floor, Trade View Building, Kamala Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai","Cocktails , Mocktails , Pizza , Fries , Nachos , Pasta , Beer",https://www.zomato.com/mumbai/lord-of-the-drinks-lower-parel
24531,Peco Peco,Mumbai,4.5,683.0,+91 8291197343,"Chinese, Seafood, Asian",700.0,"Shop 3, Opposite Mukteshwar Ashram Powai, Mumbai.","Noodle , Hakka Noodles , Chicken Lollipop , Fish , Sea Food , Crispy Chicken , Manchow Soup",https://www.zomato.com/mumbai/peco-peco-powai
3263,The Studs Sports Bar & Grill,Mumbai,4.5,365.0,+91 7304588521 +91 7304588522,"Continental, Italian, Tex-Mex, Asian",1300.0,"Shop 10 & 11, Sagar Pallazio, Near Sakinaka Junction, Andheri Kurla Road, Sakinaka, Mumbai","Brownie , Cocktails , Mocktails , Nachos , Pizza , Grape Mojito , Jalapeno Poppers",https://www.zomato.com/mumbai/the-studs-sports-bar-grill-sakinaka
3259,Arbab,Mumbai,4.5,331.0,022 26410000,"Arabian, Lebanese",1600.0,"Shop 4, Plot 117, Muzzafar Manor, Waterfield Road, Linking Road, Bandra West, Mumbai","Hummus Platter , Falafel Salad , Chicken Shawarama , Shawarma , Mint Lemonade , Lamb Chops , Vegetable Mezze Platter",https://www.zomato.com/mumbai/arbab-linking-road-bandra-west
8067,Mabruk - Sahara Star,Mumbai,4.5,236.0,022 39807444 +91 9892790094,"Lebanese, Mediterranean",4200.0,"Hotel Sahara Star, Opposite Domestic Airport, Vile Parle East, Mumbai","Baklava , Hot Mezze Platter , Falafel , Pita Bread , Mocktails , Lamb , Tabbouleh",https://www.zomato.com/mumbai/mabruk-sahara-star-vile-parle-east
3542,Candy and Green,Mumbai,4.5,1193.0,022 23523413 +91 8291914513,"Asian, Italian, Continental, Desserts, Healthy Food",2000.0,"4th & 5th Floor, Hub Town Sky Bay, Bhulabhai Desai Road, Breach Candy, Mumbai","Salad , Cocktails , Wine , Pasta , Coconut Pudding , Risotto , Gnocchi",https://www.zomato.com/mumbai/candy-and-green-breach-candy
3195,The Boston Butt,Mumbai,4.5,152.0,022 61054490,"South American, Bar Food",1700.0,"Shop 5-6, A Wing, Gasper Enclave, Pali Naka, Pali Hill, Bandra West, Mumbai","Cocktails , Pork Ribs , Steak , Pizza , Fries , Salted Caramel , Nachos",https://www.zomato.com/mumbai/the-boston-butt-pali-hill-bandra-west
3270,Veranda,Mumbai,4.5,1961.0,+91 9920701844 022 66969008,Modern Indian,2200.0,"Hotel Executive Enclave, 331, Dr Ambedkar Road, Pali Hill, Bandra West","Butter Chicken , Cocktails , Mocktails , Butter Paneer , Wine , Salad , Pumpkin Soup",https://www.zomato.com/mumbai/veranda-pali-hill-bandra-west
3311,Drifters Tap Station,Mumbai,4.5,332.0,022 61736298,"Continental, European, American",2000.0,"Unit 3, Ground Floor, Adani Inspire, G Block, Patthar Nagar, Bandra Kurla Complex, Mumbai","Beer , Brownie , Milky Way , Paratha , Caramel Custard , Kasundi Fish , Butter Chicken",https://www.zomato.com/mumbai/drifters-tap-station-bandra-kurla-complex
3562,The Daily Bar & Kitchen,Mumbai,4.5,945.0,+91 9920446633 +91 8828588726,"Mediterranean, Italian, European",2000.0,"Ground Floor, Behind Shoppers Stop, SV Road, Linking Road, Bandra West","Cocktails , Pasta , Sangria , Panna Cotta , Drunken Prawn , Salad , Patata Bravas",https://www.zomato.com/mumbai/the-daily-bar-kitchen-linking-road-bandra-west
7835,Jackpot Dining Surprise,Mumbai,4.5,109.0,+91 9136447731 +91 9136447732,"North Indian, Continental, Chinese, Finger Food",1200.0,"Ghodbunder Road, Opposite Vedant Hospital, Kasarvadavali, Thane West, Thane","Mocktails , Chicken Lapeta , Paneer Tikka , Biryani , Chicken Wings , Cheese Naan",https://www.zomato.com/mumbai/jackpot-dining-surprise-kasarvadavli-thane-west-thane
3328,MH04 The Drunk Yard,Mumbai,4.5,1552.0,022 61739793,"Finger Food, North Indian, Italian, Mexican, Continental",1500.0,"C-1 B-1, Kothari Compound, 27 Acre, Beside Royal Enfield Service Center, Chitalsar, Manpada, Thane West, Thane","Cocktails , Pizza , Mocktails , Beer , Pasta , Fries , Chicken Malai Tikka",https://www.zomato.com/mumbai/mh04-the-drunk-yard-manpada-thane-west
22604,Huiyang,Mumbai,4.5,102.0,+91 9594866344 +91 9594566344,"Tibetan, Chinese",800.0,"Shop 24, 170A, Baxubhai Mansion, Hill Road, Bandra West, Mumbai","Dumplings , Pad Thai Noodle , Hakka Noodles , Schezwan Fried Rice , Fish , Chocolate Momos , Tandoori Momos",https://www.zomato.com/mumbai/huiyang-hill-road-bandra-west
7625,Gulati's,Mumbai,4.5,301.0,+91 9136077666 +91 9136055666,"Mithai, Street Food",200.0,"Shop 3, Ambika Apartments, Mahakali Caves Road, Mahakali, Mumbai","Chole Bhature , Samosa , Lassi , Kachori , Rabri , Jalebi , Gulab Jamun",https://www.zomato.com/mumbai/gulatis-1-mahakali
5500,One Step Up Bar & Grill,Mumbai,4.5,151.0,+91 9619083952,"North Indian, Continental, Chinese, Italian",1500.0,"1A-C Wing, Raheja Excelsior, Near SBI Bank, Tardeo Road, Tardeo, Mumbai","Cocktails , Pizza , Salad , Tiramisu , Mocktails , Kulcha , Biryani",https://www.zomato.com/mumbai/one-step-up-bar-grill-tardeo
3620,The Northern Vibe,Mumbai,4.5,167.0,+91 8928066206 +91 9149374690,"Momos, Rolls, Fast Food",300.0,"Shop 198, Galleria Shopping Mall, Hiranandani Garden, Powai, Mumbai","Rolls , Tandoori Momos , Paneer Masala Roll , Fried Paneer Momos , Tandoori Masala , Gravy Momo , Chicken Tikka Roll",https://www.zomato.com/mumbai/the-northern-vibe-powai
5999,The Harbour Bay - SeaFood Kitchen & Bar,Mumbai,4.5,346.0,+91 8657385385 +91 8657387387,"Seafood, European, Asian, North Indian, Lebanese",2400.0,"3, Ankleshwar ONGC Housing Colony, Reclamation, Bandra West, Mumbai","Sea Food , Cocktails , Fish , Butter Chicken , Goan Prawn Curry , Cheesecake , Mousse",https://www.zomato.com/mumbai/the-harbour-bay-seafood-kitchen-bar-reclamation-bandra-west
5011,The Duplex Cafe and Bar,Mumbai,4.5,157.0,+91 9372288371 022 66997999,"Cafe, North Indian, Continental, European, Fast Food, Beverages",1500.0,"Shop 5, Woodrow Building, Veera Desai Area, Mumbai","Pizza , Waffles , Burgers , Nachos , Chicken Minced , Pasta , Coffee",https://www.zomato.com/mumbai/the-duplex-cafe-and-bar-veera-desai-area
