,Name,City,Rating,Rating Count,Telephone,Cuisine,Cost for two,Address,Famous Food,updated_url
1044,ABB - Andrea's Bar And Brasserie,Delhi NCR,4.5,349.0,+91 8588823871,"Italian, Asian, European",2000.0,"Shop 12, Middle Lane, Khan Market, New Delhi","Pizza , Chocolate Dome , Nutella Brownie Shake , Pasta , Salmon , Ravioli , Lamb Chops",https://www.zomato.com/ncr/abb-andreas-bar-and-brasserie-khan-market-new-delhi
29047,Yeti - The Himalayan Kitchen,Delhi NCR,4.5,190.0,011 40421829 +91 8383929921,"Tibetan, Nepalese, Momos",1900.0,"B41, B Block, Inner Circle, Connaught Place, New Delhi","Noodle , Chilli Chicken , Mutton Momos , Chicken Momo , Veg Momos , Veg Thupka , Thukpa",https://www.zomato.com/ncr/yeti-the-himalayan-kitchen-connaught-place-new-delhi
29189,Dana Choga,Delhi NCR,4.5,3621.0,+91 9213777111,"North Indian, Chinese, Mughlai",600.0,"5 & 6, Atul Kataria Chowk, Sector 14, Gurgaon","Dal Makhani , Panneer Butter Masala , Chicken Chatkara , Butter Chicken , Kadhai Paneer , Paneer Tikka Masala , Malai Kofta",https://www.zomato.com/ncr/dana-choga-sector-14-gurgaon
15153,Street 9 Bar & Lounge,Delhi NCR,4.5,240.0,+91 9999003064,"North Indian, Continental, Street Food, Chinese, Italian",1500.0,"M-72, 1st Floor, M Block Market, Greater Kailash 2 (GK 2), New Delhi","Mocktails , Veg Platter , Arabian Platter , Grilled Chicken Pizza , Mutton Seekh Kebab , Papdi Chaat , Pasta",https://www.zomato.com/ncr/street-9-bar-lounge-greater-kailash-gk-2-new-delhi
4521,Fat Cat Bistro,Delhi NCR,4.5,405.0,00 1141523232 00 1141523233,"American, Mexican, Italian, North Indian",800.0,"C116, Ground Floor, Panchsheel Vihar, Khirki Main Road, Malviya Nagar, New Delhi","Pizza , Salad , Fries , Berry Pulao , Coffee , Biryani , Mezze",https://www.zomato.com/ncr/fat-cat-bistro-malviya-nagar-new-delhi
6262,Tastebaaz,Delhi NCR,4.5,158.0,+91 7303733600 +91 9560094533,"North Indian, Chinese, Rolls",350.0,"LIG DDA market, Major Sudesh Kumar Marg, Near Cambridge School, Rajouri Garden, New Delhi","Momos , Deluxe Thali , Drums Of Heaven , Butter Chicken , Chilli Paneer , Biryani , Spring Roll",https://www.zomato.com/ncr/tastebaaz-1-rajouri-garden-new-delhi
29389,Rolls Mania,Delhi NCR,4.5,171.0,+91 9560081569 +91 9811417971,"Rolls, Fast Food",350.0,"Shop 4, L-71, near by shani 
dev mandir tikona park 
Malviya Nagar, New Delhi","Rolls , Mint Mojito , Paneer Masala Roll , Mocktails , Cheese Poppers , Egg Roll , Chicken Roll",https://www.zomato.com/ncr/rolls-mania-malviya-nagar-new-delhi
29434,Rolls Mania,Delhi NCR,4.5,561.0,0120 4291708 +91 9412828679,"Rolls, Fast Food",350.0,"Shop 10, 17, Parashavnath Majestic Arcade, Vaibhav Khand, Near Shipra Mall, Indirapuram, Ghaziabad","Rolls , Chicken Roll , Mint Mojito , Butterscotch Shake , Nachos , Mughlai Paneer , Soya Chaap Roll",https://www.zomato.com/ncr/rolls-mania-indirapuram-ghaziabad
28626,C.I.A. Call it Asiian,Delhi NCR,4.5,913.0,011 41612211 +91 9700777222,"Thai, Chinese, Sushi, Momos",900.0,"13/14/15/16, Narmada Shopping Complex, Opposite Don Bosco School, Alaknanda Road, Greater Kailash 2 (GK 2), New Delhi","Noodle , Sushi , Hakka Noodles , Spring Roll , Basil Chicken , Chilli Paneer Dry , Manchurian",https://www.zomato.com/ncr/c-i-a-call-it-asiian-greater-kailash-gk-2-new-delhi
29919,Ah So Yum,Delhi NCR,4.5,438.0,+91 7303200824 +91 7303200825,"Asian, Japanese, Thai, Chinese, Sushi, Poké, Malaysian",1400.0,"Plot 679, Saraswati Kunj, Sector 53, Golf Course Road, Gurgaon","Sushi , Fish , Dumplings , Kung Pao Chicken , Jasmine Rice , Pad Thai Noodle , Spring Roll",https://www.zomato.com/ncr/ah-so-yum-golf-course-road-gurgaon
2939,CIA Call it Asiian,Delhi NCR,4.5,820.0,011 41612211 +91 9700777222,"Thai, Chinese, Sushi, Momos",1100.0,"13/14/15/16, Narmada Shopping Complex, Opposite Don Bosco School, Alaknanda Road, Greater Kailash 2 (GK 2), New Delhi","Sushi , Noodle , Spring Roll , Hakka Noodles , Basil Chicken , Manchurian , Manchow Soup",https://www.zomato.com/ncr/cia-call-it-asiian-greater-kailash-gk-2-new-delhi
9425,Meatatarian,Delhi NCR,4.5,572.0,+91 9971025230 +91 9821191547,North Indian,700.0,"DG-10, Unitech Rodeo Drive, Sector 49, Gurgaon","Butter Chicken , Dal Makhani , Tandoori Chicken , Phirni , Butter Naan , Chicken Rara , Chaap",https://www.zomato.com/ncr/meatatarian-sector-49-gurgaon
2096,38 Barracks,Delhi NCR,4.5,3380.0,+91 9717304098 +91 9717304083,"North Indian, Italian, Chinese, Continental",2000.0,"M-38, Outer Circle, Opposite Shankar Market, Connaught Place, New Delhi","Pizza , Cocktails , Mocktails , Paneer Tikka , Butter Chicken , Dal Makhani , Pasta",https://www.zomato.com/ncr/38-barracks-connaught-place-new-delhi
290,Banter,Delhi NCR,4.5,622.0,011 66103710,"North Indian, Continental, Italian",1500.0,"31- B, Pusa Road, Rajinder Nagar, New Delhi","Mocktails , Dal Makhani , Butter Naan , Pasta , Margherita Pizza , Veggie Pizza , Iced Peach Tea",https://www.zomato.com/ncr/banter-rajinder-nagar-new-delhi
29495,The Chinese Vs North Kitchen,Delhi NCR,4.5,402.0,0120 4171942,"North Indian, Chinese, Fast Food",1000.0,"Bhagirathi Apartment, Front Of Galaxy Business Park, Sector 62, Noida","Chicken Tikka , Dal Makhani , Noodle , Chicken Biryani , French Fries , Pasta , Risotto",https://www.zomato.com/ncr/the-chinese-vs-north-kitchen-sector-62-noida
30928,HOP House of Proteins,Delhi NCR,4.5,186.0,+91 7982997321,"Continental, North Indian, Healthy Food, Beverages",600.0,"Shop 33, Ground Floor, Corner Market, Malviya Nagar, New Delhi","Salad , Pasta , Sandwich , Burgers , Burrito , Iced Tea , Rolls",https://www.zomato.com/ncr/hop-house-of-proteins-malviya-nagar-new-delhi
24341,The Rolls World,Delhi NCR,4.5,274.0,0120 4171942,"Rolls, Fast Food, Beverages",500.0,"Bhagirathi Apartment, Front Of Galaxy Business Park, Sector 62, Noida","Rolls , Chicken Roll , Soya Chaap Roll , Kathi Roll , Pav Bhaji , Khurchan Roll , Noodle",https://www.zomato.com/ncr/the-rolls-world-sector-62-noida
29333,Farzi Cafe,Delhi NCR,4.5,674.0,011 66992411,Modern Indian,1500.0,"1, Ground Floor & 1st Floor, World Mark 3, Aerocity, New Delhi","Cocktails , Rasmalai , Chocolate Dome , Vada Pav , Tempura Prawns , Fish , Pizza",https://www.zomato.com/ncr/farzi-cafe-aerocity-new-delhi
1028,Station Bar,Delhi NCR,4.5,1077.0,011 66103796,"Asian, Continental, North Indian, Mediterranean, Bar Food",1600.0,"F-60, Second Floor, Connaught Place, New Delhi","Cocktails , Pizza , Brownie , Pasta , Mocktails , Thai Spring Roll , Cheesecake",https://www.zomato.com/ncr/station-bar-connaught-place-new-delhi
5115,Master Koii's,Delhi NCR,4.5,473.0,+91 9810543049,"Asian, Chinese, Thai, Malaysian",1800.0,"Shop 19, Flavor Town, Bestech Chambers, Sushant Lok 1, Gurgaon","Sushi , Hakka Noodles , Lettuce Wrap , Chicken Khao Suey , Pad Thai Noodle , Bulgogi , Spicy Guava Drink",https://www.zomato.com/ncr/master-koiis-sushant-lok-gurgaon
23708,The Allure,Delhi NCR,4.5,231.0,011 48184818,North Indian,1000.0,"Shop R 57, Hansraj Gupta Marg, Greater Kailash, GK 1, New Delhi","Butter Chicken , Dal Makhani , Mutton Biryani , Paneer Tikka , Kadhai Murgh , Soya Chaap , Chicken Tikka",https://www.zomato.com/ncr/the-allure-greater-kailash-gk-1-new-delhi
1325,Liv Bar,Delhi NCR,4.5,524.0,011 66103720,"European, Continental",1800.0,"Worldmark 1, Lower Ground Floor, R3, Aerocity, New Delhi","Cocktails , Pizza , Chips , Tiramisu , Pasta , Brownie , Salad",https://www.zomato.com/ncr/liv-bar-1-aerocity-new-delhi
9104,Mad Batter,Delhi NCR,4.5,222.0,011 61495194,"Cafe, Italian, Healthy Food, Pizza",800.0,"2nd Floor, The Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon","Burgers , Pasta , Biryani , Pizza , Salad , Butter Chicken , Iced Tea",https://www.zomato.com/ncr/mad-batter-dlf-phase-1-gurgaon
29221,Xero Degrees,Delhi NCR,4.5,330.0,011 66103633,"Cafe, Fast Food",750.0,"G-18B, Hudson Lane, Vijay Nagar, New Delhi","Peri Peri Fries , Burgers , Chocolate Waffles , Pasta , Freak Shake , Peppy Paneer Pizza , Nutella Waffle",https://www.zomato.com/ncr/xero-degrees-vijay-nagar-new-delhi
28747,Tossin Pizza,Delhi NCR,4.5,376.0,+91 9990605605 011 49124647,"Pizza, Italian, Fast Food",900.0,"M 45, 1st Floor, M Block Market, Greater Kailash 2 (GK 2), New Delhi","Pasta , Salad , Peri Peri Pizza , Veggie Pizza , Lasagne , Grilled Basa Fish , Paneer Tikka Pizza",https://www.zomato.com/ncr/tossin-pizza-greater-kailash-gk-2-new-delhi
3893,Spezia Bistro,Delhi NCR,4.5,3504.0,+91 9990143653 +91 9910114148,"Cafe, Continental, Chinese, Italian, Momos",900.0,"2525, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi","Aglio Olio Pasta , Dimsum Platter , Coffee Hazelnut , Momo Platter , Mojito , Hakka Noodles , Mango Margarita",https://www.zomato.com/ncr/spezia-bistro-delhi-university-gtb-nagar-new-delhi
387,Pa Pa Ya,Delhi NCR,4.5,3362.0,011 66103779,"Asian, Chinese, Thai, Japanese",2500.0,"Dome, Level 4, Select Citywalk, A-3, District Centre, Saket, New Delhi","Cocktails , Chocolate Ball , Noodle , Mocktails , Tuna Sushi , Watermelon Juice , Crab Meat",https://www.zomato.com/ncr/pa-pa-ya-saket-new-delhi
29440,Rolls Mania,Delhi NCR,4.5,184.0,+91 9811417971,"Rolls, Fast Food",350.0,"Shop 16, Plot 6, Parmesh Complex 2, Community Center, Karkardooma, New Delhi","Rolls , Paneer Roll , Butter Chicken Roll , Chicken Keema Roll , Egg Roll , Cheese Chicken Roll , Cheese Poppers",https://www.zomato.com/ncr/rolls-mania-karkardooma-new-delhi
1117,AB's - Absolute Barbecues,Delhi NCR,4.5,4487.0,+91 7337336718 040 45659921,"European, Mediterranean, North Indian",1600.0,"Shop LG 1-3, MGF Metropolis Mall, MG Road, Gurgaon","Pasta , Sea Food , Fish , Crispy Corn , Gol Gappe , Biryani , Paan Ice Cream",https://www.zomato.com/ncr/abs-absolute-barbecues-mg-road-gurgaon
4678,Out Of The Box,Delhi NCR,4.5,2673.0,011 66103805,"North Indian, Lebanese, Mexican, Italian, American",1550.0,"5, Khan Market, New Delhi","Pizza , Cocktails , Pasta , Nachos , Mocktails , Chilli Chicken , Brownie",https://www.zomato.com/ncr/out-of-the-box-khan-market-new-delhi
2020,The Italian Job,Delhi NCR,4.5,281.0,011 26472837,"Italian, Fast Food, American, Burger, Pizza",400.0,"D-18, Amar Colony, New Delhi","Pizza , Pasta , Caesar Salad , Sandwich , Chicken Wings , Grilled Chicken Burger , Burgers",https://www.zomato.com/ncr/the-italian-job-amar-colony-new-delhi
5721,The Hook,Delhi NCR,4.5,2216.0,011 71564997,"Seafood, Chinese, North Indian, Bar Food, Continental",1800.0,"SCO 30, Sector 29, Gurgaon","Sea Food , Pizza , Fish , Momos , Wheat Beer , Cocktails , Pav Bhaji",https://www.zomato.com/ncr/the-hook-sector-29-gurgaon
28431,PizzaExpress,Delhi NCR,4.5,2797.0,011 71564968,"Italian, Pizza, Salad",1900.0,"T-317, 3rd Floor, Ambience Mall, DLF Phase 3, Gurgaon","Pizza , Pasta , Mocktails , Cappuccino , Cheesecake , Tiramisu , Latte",https://www.zomato.com/ncr/pizzaexpress-dlf-phase-3-gurgaon
9923,Fourty Four,Delhi NCR,4.5,306.0,+91 9870190130 +91 9870190131,Continental,700.0,"A 15/18, Sector 44, Noida","Sandwich , Burgers , Pasta , Momos , Veggie Wrap , Nachos , Pink Lemonade",https://www.zomato.com/ncr/fourty-four-sector-44-noida
1613,Indian Grill Room,Delhi NCR,4.5,3284.0,011 66103612,"North Indian, Mughlai",1800.0,"315, 3rd Floor, Suncity Business Tower, Golf Course Road, Gurgaon","Butter Chicken , Paan Ice Cream , Dal Makhani , Fish , Paneer Tikka , Biryani , Jalebi",https://www.zomato.com/ncr/indian-grill-room-golf-course-road-gurgaon
16270,Linnard Eatery,Delhi NCR,4.5,162.0,+91 9560221491 +91 8307495831,"Continental, Italian, Fast Food",600.0,"Unit 16, Ground Floor, EMAAR The Palm Square Mall, Sector 66, Golf Course Extension Road, Gurugram, Sector 50, Gurgaon","Maggi , Sandwich , Blueberry Shake , Peppy Paneer Pizza , Thin Crust Pizza , Fries , Pasta",https://www.zomato.com/ncr/linnard-eatery-sohna-road-gurgaon
29914,Burma Burma,Delhi NCR,4.5,2434.0,0124 4372999 0124 4372998,"Asian, Burmese, Bubble Tea, Desserts, Salad, Tea, Beverages, Ice Cream",1500.0,"Shop 6, Ground Floor, Building 8, Tower C, Cyber Hub, DLF Cyber City, Gurgaon","Khao Suey , Samosa Soup , Salad , Khau Suey , Noodle , Paratha , Honey Caviar",https://www.zomato.com/ncr/burma-burma-dlf-cyber-city-gurgaon
11042,Makhani Siingh,Delhi NCR,4.5,172.0,+91 9625954501,"North Indian, Mughlai, Biryani, Rolls",500.0,"3rd Floor, Great India Place Mall, Near Food Court, Sector 38A, Sector 38, Noida","Vegetable Biryani , Tandoori Chicken , Rolls , Naan , Butter Chicken , Pindi Chana , Dal Makhani",https://www.zomato.com/ncr/makhani-siingh-sector-38-noida
2385,AMPM Café & Bar,Delhi NCR,4.5,223.0,011 66103561,"Continental, Italian, American",2000.0,"Upper Ground Floor, Block C, Building 10, Unit/C, Unit 1A, DLF Cyber City, Gurgaon","Cocktails , Churros , Butter Chicken Samosa , Pizza , Freak Shake , Nachos , Kulfi",https://www.zomato.com/ncr/ampm-café-bar-dlf-cyber-city-gurgaon
29958,Burma Burma,Delhi NCR,4.5,871.0,0120 6296251 0120 6296252,"Asian, Burmese, Bubble Tea, Desserts, Salad, Tea, Beverages, Ice Cream",1500.0,"Shop D 420B, Plot M-03, Third Floor, DLF Mall of India, Sector 18, Noida","Samosa Soup , Salad , Khau Suey , Khao Suey , Mocktails , Malabari Paratha , Rice Noodle",https://www.zomato.com/ncr/burma-burma-sector-18-noida
6199,Saints n Sinners - Grub Pub Music,Delhi NCR,4.5,600.0,+91 9870286686 +91 8448539004,"Continental, North Indian",2000.0,"Ground Floor-21, Global Foyer Mall, Golf Course Road, Gurgaon","Cocktails , Beer , Mocktails , Pizza , Achari Paneer Tikka , Fried Zucchini , Apple Pie",https://www.zomato.com/ncr/saints-n-sinners-grub-pub-music-golf-course-road-gurgaon
29171,Chili's Grill & Bar,Delhi NCR,4.5,4214.0,0124 4665787 0124 4665795,"Mexican, American, Italian",1200.0,"3rd Floor, Ambience Mall, DLF Phase 3, Gurgaon","Nachos , Burgers , Fajita , Pasta , Pizza , Cocktails , Chicken Wings",https://www.zomato.com/ncr/chilis-grill-bar-dlf-phase-3-gurgaon
4335,Freedom Roost,Delhi NCR,4.5,430.0,011 33107721,"American, Asian, Continental, North Indian",1200.0,"Red Fort Harley Davidson, A-16, Satguru Ram Singh Marg, Mayapuri Phase 1, New Delhi","Paneer Tikka , Pizza , Mocktails , Pasta , Brownie , Dal Makhani , Fried Cheese",https://www.zomato.com/ncr/freedom-roost-mayapuri-new-delhi
9340,Shawarma House,Delhi NCR,4.5,1553.0,0124 4148888 +91 8010018888,"Healthy Food, Lebanese",600.0,"2, Central Plaza Mall, Golf Course Road, Gurgaon","Shawarma , Chicken Shawarama , Veg Platter , Fries , Salad , Falafel , Veggie Wrap",https://www.zomato.com/ncr/shawarma-house-golf-course-road-gurgaon
29955,Burma Burma,Delhi NCR,4.5,1640.0,011 49145807 011 49145808,"Asian, Burmese, Bubble Tea, Desserts, Salad, Tea, Beverages, Ice Cream",1500.0,"S 25, Second Floor, A 3, Select Citywalk Mall, Saket, New Delhi","Salad , Samosa Soup , Khao Suey , Khau Suey , Bubble Tea , Noodle , Paratha",https://www.zomato.com/ncr/burma-burma-saket-new-delhi
13221,The Food Chacha,Delhi NCR,4.5,360.0,011 61495353,"Mughlai, North Indian",600.0,"South Extension 2, New Delhi","Butter Chicken , Dal Makhani , Bhatti Chicken , Tandoori Chicken , Paneer Lababdar , Paneer Tikka , Hari Mirch Parantha",https://www.zomato.com/ncr/the-food-chacha-south-extension-2-new-delhi
13209,Glocal Kitchen,Delhi NCR,4.5,148.0,+91 9315540814 +91 9971779604,"North Indian, Chinese, Italian",500.0,"Shop 81, High Street, Sector 81, Faridabad","Butter Chicken , Tandoori Chicken , Pizza , Dal Makhani , Momos , Chicken Shawarama , Vegetable Biryani",https://www.zomato.com/ncr/glocal-kitchen-sector-81-faridabad
11156,Dhaba 29,Delhi NCR,4.5,467.0,0124 4211181 +91 9560322544,"North Indian, Kebab, Beverages",1100.0,"SCO 33, Sector 29, Gurgaon","Naan , Chicken Tikka , Badami Kheer , Veg Thali , Butter Chicken , Roti , Dal Makhani",https://www.zomato.com/ncr/dhaba-29-sector-29-gurgaon
29169,Sana-Di-Ge,Delhi NCR,4.5,1746.0,011 71564946,"Seafood, North Indian, Mangalorean",2200.0,"22/48, Commercial Centre, Malcha Marg, Chanakyapuri, New Delhi","Sea Food , Fish , Murgh Ghee Roast , Appam , Neer Dosa , Cocktails , Elaneer Payasam",https://www.zomato.com/ncr/sana-di-ge-chanakyapuri-new-delhi
3613,Decode Air Bar,Delhi NCR,4.5,1028.0,+91 9773797535 +91 9773797536,"Modern Indian, Bar Food, Sushi, Italian, Asian",1500.0,"SCO 39, 1st Floor, Sector 29, Gurgaon","Cocktails , Beer , Pizza , Dal Makhani , Palak Patta Chaat , Sushi , Mocktails",https://www.zomato.com/ncr/decode-air-bar-sector-29-gurgaon
30321,Mellow Garden,Delhi NCR,4.5,690.0,011 71564858,"Chinese, North Indian, Continental",1800.0,"J2/7, 2nd & 3rd Floor, BK Dutta Market, Rajouri Garden, New Delhi","Chaat , Pizza , Dal Makhani , Oreo Shake , Thali , Phirni , Chaap",https://www.zomato.com/ncr/mellow-garden-rajouri-garden-new-delhi
1757,BlackJack,Delhi NCR,4.5,1909.0,011 40195309,American,500.0,"Shop 1, Plot 23, North West Avenue, Club Road, Punjabi Bagh West, Punjabi Bagh, New Delhi","Burgers , Fried Cheese , Chicken Sandwich , Cheesecake Shake , Peri Fries , Chicken Patty , Mocktails",https://www.zomato.com/ncr/blackjack-punjabi-bagh-new-delhi
9212,ParaFit Delivers,Delhi NCR,4.5,125.0,+91 8800927472 +91 9560702568,"Healthy Food, North Indian, Continental, Beverages",700.0,"Shop 1, Mini DDA Market, E block, East of Kailash, New Delhi","Salad , Burgers , Rajma , Butter Chicken , Pasta , Chicken Handi , Tandoori Chicken",https://www.zomato.com/ncr/parafit-delivers-east-of-kailash-new-delhi
16985,Wild Wild West,Delhi NCR,4.5,51.0,+91 9999441199,"Pizza, Italian",800.0,"F-329/4, Ground Floor, Lado Sarai, New Delhi","Pizza , Pasta Alfredo , Ham Salad , Peri Peri Pasta , Chargrilled Chicken , Grilled Chicken Breast",https://www.zomato.com/www2
13812,Crepe-fe,Delhi NCR,4.5,980.0,+91 8467911911 +91 9999035222,"Fast Food, Desserts, Ice Cream, Beverages",600.0,"357, Red Brick House, Basement, Chakkarpur, Sector 28, Golf Course Road, Gurgaon","Waffles , Crepe , Gelato , Nutella Waffle , Chicken Bagel , Chicken Tikka Masala , Pancakes",https://www.zomato.com/ncr/crepe-fe-golf-course-road-gurgaon
10643,Owl is Well,Delhi NCR,4.5,2073.0,+91 8882288861 +91 8287090662,"Pizza, Italian, Continental",1000.0,"Greater Kailash 1 (GK 1), New Delhi","Pizza , Burgers , Pasta , Hummus Pita , Chicken Tenders , Hot Dog , Cheesecake",https://www.zomato.com/ncr/owl-is-well-greater-kailash-gk-1-new-delhi
28877,Milkshake and Co.,Delhi NCR,4.5,169.0,011 40254242,"Fast Food, Beverages",400.0,"HS-6, Kailash Colony, New Delhi","Burgers , Thick Shakes , Fried Cheese , Chicken Fries , Peri Peri Fries , Oreo Shake , Double Patty Chicken Burger",https://www.zomato.com/ncr/milkshake-and-co-kailash-colony-new-delhi
29380,Vapour Bar Exchange,Delhi NCR,4.5,927.0,+91 9999135151 +91 7428555538,"Finger Food, Italian, Chinese, European, North Indian",1600.0,"HN - 11, Hauz Khas Village, New Delhi","Cocktails , Pizza , Mocktails , Beer , Chilli Chicken , Pasta , Chicken Tikka",https://www.zomato.com/ncr/vapour-bar-exchange-hauz-khas-village-new-delhi
15800,Oodles Noodles,Delhi NCR,4.5,100.0,+91 8929919194,"Chinese, Thai, Asian, Momos, Beverages",700.0,"10/127, Shop 3, Shivalik Road, Malviya Nagar, New Delhi","Iced Tea , Chilli Garlic Noodles , Masala Lemonade , Kung Pao Chicken , Fish , Virgin Mojito , Mushroom Manchurian",https://www.zomato.com/ncr/oodles-noodles-malviya-nagar-new-delhi
7818,Purple Greene,Delhi NCR,4.5,809.0,011 33105600,"French, Italian, Mediterranean, Mexican, North Indian",2200.0,"T 304, Third Floor, Ambience Mall, Vasant Kunj, New Delhi","Mocktails , Pasta , Orange Mojito , Samosa , Kathal Biryani , Tomato Soup , Salad",https://www.zomato.com/ncr/purple-greene-vasant-kunj-new-delhi
33833,Toniq Dry Bar & Kitchen,Delhi NCR,4.5,175.0,+91 9899154647,"Cafe, Italian",600.0,"C 14, Corner shop, SDA Market, SDA, New Delhi","Fries , Pasta , Butter Beer , Pizza , Sandwich , Coffee , Waffles",https://www.zomato.com/ncr/toniq-dry-bar-kitchen-sda-new-delhi
1104,Manhattan Bar Exchange & Brewery,Delhi NCR,4.5,4273.0,+91 8800697554 +91 8800697549,"Finger Food, American, Continental, North Indian, Italian",1400.0,"1st Floor, Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon","Wheat Beer , Mocktails , Mutton Curry , Cocktails , Murgh Khurchan , Non Veg Mezze Platter , Chicken Biryani",https://www.zomato.com/ncr/manhattan-bar-exchange-brewery-golf-course-road-gurgaon
7850,Saundhee Potli,Delhi NCR,4.5,556.0,+91 7303606777,"Biryani, North Indian, Mughlai, Kebab",600.0,"Shop 52, 1st Floor, Nipun Wonder Mall, Shakti Khand 2, Indirapuram, Ghaziabad","Biryani , Phirni , Dal Makhani , Thali , Mutton Korma , Basmati Rice , Murgh Makhani",https://www.zomato.com/ncr/saundhee-potli-indirapuram-ghaziabad
34621,The Kebab Guys,Delhi NCR,4.5,635.0,011 71564960,"North Indian, Mughlai, Kebab",800.0,"Shop 22, Savitri Complex, Greater Kailash 2 (GK 2), New Delhi","Biryani , Butter Chicken , Paneer Tikka , Malai Chaap , Butter Naan , Soya Chaap , Mushroom Tikka",https://www.zomato.com/ncr/the-kebab-guys-greater-kailash-gk-2-new-delhi
28572,Barbeque Nation,Delhi NCR,4.5,1204.0,+91 7026456060,"North Indian, Chinese, Mediterranean",1600.0,"Unit 601, 6th Floor, Unity One, MLCP Plot, Near Rohini West Metro Station Complex, Rohini, New Delhi","Paan Kulfi , Crispy Corn , Chicken Tikka , Fish , Paneer Tikka , Gulab Jamun , Mojito",https://www.zomato.com/ncr/barbeque-nation-rohini-new-delhi
