,Name,City,Rating,Rating Count,Telephone,Cuisine,Cost for two,Address,Famous Food,updated_url
2232,Spice Kraft,Kolkata,4.5,5243.0,+91 9831223311 +91 9836106768,"Continental, Asian, Middle Eastern",1200.0,"54/1/2A, Hazra Road, Ballygunge Phari, Near Hazra Law College, Ballygunge, Kolkata","Cocktails , Fish , Mocktails , Apple Juice , Dajaj Chermoula , Shephards Pie , Saffron Rice",https://www.zomato.com/kolkata/spice-kraft-ballygunge
2552,Shillong Point,Kolkata,4.5,168.0,+91 9830316747 +91 9051021287,"Chinese, North Eastern",500.0,"20/1/1/C, Station Road, Ballygunge, Kolkata","Momos , Pork Momo , Pancakes , Fish Chilli , Chicken Momo , Caramel Custard , Fried Rice",https://www.zomato.com/kolkata/shillong-point-ballygunge
2161,Chili's Grill & Bar,Kolkata,4.5,7615.0,033 22870005 033 40650006,"American, Mexican, Italian, Burger",1200.0,"4th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata","Burgers , Fajita , Nachos , Cocktails , Steak , Molten Chocolate Cake , Fish",https://www.zomato.com/kolkata/chilis-grill-bar-ballygunge
4265,Mrs Wilson's Cafe,Kolkata,4.5,122.0,+91 9167419756,"Cafe, American, Italian, Continental",800.0,"P 174, Jodhpur Park, Kolkata","Cocktail Prawn , Hot Chocolate , Creme Brulee , Chicken Schnitzel , Spaghetti , Mashed Potato , Lamb",https://www.zomato.com/kolkata/mrs-wilsons-cafe-jodhpur-park
4121,Land of Cakes,Kolkata,4.5,227.0,+91 9073278346,Bakery,100.0,"Opposite New Town Nursing Home, Chinar Park Road, Baguihati, Kolkata","Cupcake , Blueberry Muffin , Mousse , Black Forest Pastry , Brownie , Chocolate Fudge Cake , Cheesecake",https://www.zomato.com/kolkata/land-of-cakes-baguihati
2147,Momo I Am,Kolkata,4.5,845.0,+91 8017421170 +91 8017421310,"Tibetan, Chinese, Asian, Momos",800.0,"RBD Cinema, 1st Floor, Sector 5, Salt Lake, Kolkata","Momos , Mocktails , Noodle , Sushi , Pork Bao , Fish , Kung Pao Chicken",https://www.zomato.com/kolkata/momo-i-am-sector-5-salt-lake
2460,Asia Kitchen by Mainland China,Kolkata,4.5,2196.0,033 40676110 +91 8336940864,"Asian, Chinese, Momos",2000.0,"Acropolis Mall, Shop 1858/1, 4th Floor, Rajdanga Main Road, Kasba, Kolkata","Fish , Brownie , Jumbo Prawns , Mocktails , Spring Roll , Momos , Tom Kha Soup",https://www.zomato.com/kolkata/asia-kitchen-by-mainland-china-kasba
2094,Echoes Kolkata,Kolkata,4.5,750.0,00 03366044810,"Italian, Chinese, Finger Food",1300.0,"Shop 86 A, Main 6th Floor, Haute Street Corporate Park, Topsia Road, Seal Lane, Topsia, Kolkata","Pizza , Fish , Chips , Tandoori Momos , Butter Chicken , Tandoori Chicken , Tandoori Platter",https://www.zomato.com/kolkata/echoes-kolkata-topsia
2064,Barbeque Nation,Kolkata,4.5,8551.0,18001086060 033 64806060,"North Indian, Chinese, Kebab, BBQ",1800.0,"K1, RDB Boulevard, Block EP & GP, Sector 5, Salt Lake","Prawn , Fish , Gulab Jamun , Paan Kulfi , Cocktails , Vegetable Biryani , Chicken Dum Biryani",https://www.zomato.com/kolkata/barbeque-nation-sector-5-salt-lake
2518,Friends Of Pho,Kolkata,4.5,347.0,+91 6292135401 +91 6292135400,"Chinese, Thai, Vietnamese, Malaysian, Asian",1200.0,"Silver Arch Rajarhat Main Road Tegoria, Near Loknath Mandir, Chinar Park, Kolkata","Pho , Noodle , Mocktails , Dumplings , Thai Noodles , Prawn Har Gao , Hakka Noodles",https://www.zomato.com/kolkata/friends-of-pho-chinar-park
2651,Kolkata Restro,Kolkata,4.5,346.0,+91 8336937781 +91 8336937798,"North Indian, Chinese, Biryani",600.0,"132/1 B, Bidhan Sarani, Hatibagan, Kolkata","Keema Pulao , Thai Crunchy Chicken , Chicken Biryani Combo , Chicken Drumstick , Vanilla Ice Cream , Chicken Tikka , Salad",https://www.zomato.com/kolkata/kolkata-restro-hatibagan
7630,The Shake Factory,Kolkata,4.5,106.0,+91 9051032818 033 46037791,"Beverages, Desserts",400.0,"31, Sarat Bose Road, Elgin, Kolkata","Thick Shakes , Hot Chocolate , Ferrero Rocher Shake , Nutella Shake , Belgian Chocolate , Salted Caramel Shake , Strawberry Shake",https://www.zomato.com/kolkata/the-shake-factory-elgin
2701,Vintage Asia - JW Marriott Hotel Kolkata,Kolkata,4.5,1370.0,+91 7603037737 +91 7604070217,"Asian, Thai, Chinese",3000.0,"4A, J.B.S Haldane Avenue, JW Marriott Hotel Science City Area, Kolkata","Noodle , Mocktails , Cocktails , Tender Coconut Ice Cream , Dumplings , Roast Chicken , Hot Pot Chicken",https://www.zomato.com/kolkata/vintage-asia-jw-marriott-hotel-kolkata-science-city-area
7814,Aqua Java Zasu,Kolkata,4.5,214.0,+91 8420085002,"Italian, Mexican",700.0,"18/1, Dover Road, Ballygunge, Kolkata","Pizza , Mudpie , Truffle Cake , Hot Chocolate Lava , Mocktails , Lava Cake , Mint Oreo Shake",https://www.zomato.com/kolkata/aqua-java-zasu-ballygunge
8673,Momo I Am,Kolkata,4.5,78.0,+91 7595961431 +91 7595961392,"Tibetan, Chinese, Asian, Momos",800.0,"36/F, Offbeat CCU, Topsia Road, Topsia, Kolkata","Momos , Cheesecake , Noodle , Sushi , Mocktails , Pork Momo , Cocktails",https://www.zomato.com/kolkata/momo-i-am-topsia
2828,Kouzina Marine,Kolkata,4.5,294.0,033 40724343 033 40724344,"North Indian, Asian, Continental, Italian",1600.0,"BD 29, Sector 1, Salt Lake, Kolkata","Cheesecake , Almond Tart , Lasagne , Dal Makhani , Mocktails , Sweet Corn Soup , Clear Soup",https://www.zomato.com/kolkata/kouzina-marine-sector-1-salt-lake
3579,Puchkalicious,Kolkata,4.5,237.0,+91 9831164513,"Street Food, Fast Food",200.0,"City Centre 2, Rajarhat, Chinar Park, Kolkata","Puchka , Dahi Phuchka , Mocktails , Phuchkas , Jal-jeera , Meetha Paan , Gol Gappe",https://www.zomato.com/kolkata/puchkalicious-chinar-park
8062,Barbeque Nation,Kolkata,4.5,1159.0,+91 9873656060 033 64806060,"North Indian, Chinese, Kebab, BBQ",1800.0,"Unit 1, 4th Floor, Diamond Plaza, Nagerbazar, Kolkata","Gulab Jamun , Fish , Biryani , Paan Kulfi , Brownie , Crispy Corn , Pasta",https://www.zomato.com/kolkata/barbeque-nation-nagerbazar
2138,The Grid,Kolkata,4.5,2294.0,+91 8444000888 +91 8336984141,"Continental, Italian, Pizza",2000.0,"86A, Haute Street Corporate Park, Topsia Road (South), Kolkata","Cocktails , Pizza , Craft Beer , Chocolate Cake , Long Island Iced Tea , Stout , Fish",https://www.zomato.com/kolkata/the-grid-topsia
8009,Barbeque Nation,Kolkata,4.5,5134.0,18001086060 033 64806060,"North Indian, Chinese, Kebab, BBQ",1800.0,"1st Floor, 24, Park Center Building, Park Street Area, Kolkata","Paan Kulfi , Gulab Jamun , Fish , Prawn , Biryani , Chicken Wings , Chicken Korma",https://www.zomato.com/kolkata/barbeque-nation-park-street-area
2499,Mamagoto,Kolkata,4.5,1689.0,033 33999610 +91 9831455500,"Asian, Momos",1900.0,"24, Park Street, Annex Building, Magma House Complex, Park Street Area, Kolkata","Dumplings , Cocktails , Khau Suey , Mocktails , Papaya Salad , Coconut Ice Cream , Momos",https://www.zomato.com/kolkata/mamagoto-park-street-area
3036,Threesixtythree - The Oberoi Grand,Kolkata,4.5,456.0,033 22492323,"North Indian, Bengali, European, Asian, Japanese",3500.0,"The Oberoi Grand, 15, Jawaharlal Nehru Road, New Market Area, Kolkata","Salad , Pizza , Lunch Buffet , Tiramisu , Veg Sushi , Paneer Tikka , Mocktails",https://www.zomato.com/kolkata/threesixtythree-the-oberoi-grand-new-market-area
7428,Keventers - The Original Milkshake,Kolkata,4.5,112.0,+91 8777462292,"Beverages, Desserts, Ice Cream",400.0,"Shop 1, 4th Floor, South City Mall, Prince Anwar Shah Road, Kolkata",Rasmalai Shake,https://www.zomato.com/kolkata/keventers-the-original-milkshake-prince-anwar-shah-road
2205,The Fatty Bao,Kolkata,4.5,1055.0,033 46022744 +91 9123701014,"Japanese, Sushi, Asian",1500.0,"801 A, 8th Floor, Fort Knox Building, Camac Street Area, Kolkata","Sushi , Ramen , Cocktails , Noodle , Cheesecake , Salad , Egg Noodles",https://www.zomato.com/kolkata/the-fatty-bao-camac-street-area
2375,Sly Fox Gastro Club,Kolkata,4.5,1513.0,00 3346025151 +91 9831184447,"North Indian, Italian, Chinese",1400.0,"Globsyn Crystals, Podium level, Block EP, Sector 5, Salt Lake, Kolkata","Mocktails , Fish , Pizza , Cocktails , Kabab Platter , Lemonade , Malai Broccoli",https://www.zomato.com/kolkata/sly-fox-gastro-club-sector-5-salt-lake
3164,Blu Orchid,Kolkata,4.5,591.0,+91 9903509427 +91 9903509428,"Chinese, Asian",700.0,"C22, Sammilani Park, Survey Park Area, Ajoy Nagar, Kolkata","Fish , Noodle , Hunan Chicken , Konjee Crispy Chicken , Spring Chicken , Mixed Fried Rice , Fried Prawn",https://www.zomato.com/kolkata/blu-orchid-ajoy-nagar
2213,Pa Pa Ya,Kolkata,4.5,1574.0,+91 9073707070 033 46024606,"Asian, Chinese, Japanese, Thai",2000.0,"Level 11, Magma House, 24, Park Street Area, Kolkata","Sushi , Chocolate Ball , Cocktails , Mocktails , Pad Thai Noodle , Laksa , Dumplings",https://www.zomato.com/kolkata/pa-pa-ya-park-street-area
3863,Mach Magic,Kolkata,4.5,89.0,+91 9831611210 +91 8337002077,Bengali,200.0,"61, Ballygunge Garden, Golpark, Kolkata","Fish , Cheese Fry , Prawn Balls",https://www.zomato.com/kolkata/mach-magic-golpark
8133,Chili's Grill & Bar,Kolkata,4.5,3464.0,080 49652710,"American, Mexican, Italian, Burger",1200.0,"Acropolis Mall, 1858, Rajdanga Main Road, Kasba, Kolkata","Burgers , Cocktails , Fajita , Nachos , Pasta , Steak , Mocktails",https://www.zomato.com/kolkata/chilis-grill-bar-kasba
8137,Chili's Grill & Bar,Kolkata,4.5,3649.0,080 49652691,"American, Mexican, Italian, Burger",1200.0,"375, 2nd Floor, South City Mall, Prince Anwar Shah Road, Kolkata","Burgers , Nachos , Fajita , Cocktails , Molten Chocolate Cake , Pizza , Fish",https://www.zomato.com/kolkata/chilis-grill-bar-prince-anwar-shah-road
2403,Fly Kouzina,Kolkata,4.5,1800.0,033 40631002 033 40631003,"Continental, North Indian, Chinese",1100.0,"AD - 73, Near BD Market Bus Stop, Sector 1, Salt Lake City, Kolkata","Pizza , Mocktails , Dal Makhani , Risotto , Pasta , Cheesecake , Brownie",https://www.zomato.com/kolkata/fly-kouzina-sector-1-salt-lake
2644,The Bhoj Company,Kolkata,4.5,852.0,033 46006050 +91 9830428800,"Bengali, Chinese",500.0,"60, Hemanta Basu Sarani, Dalhousie BBD Bagh, Kolkata","Bhetki Paturi , Fish Fry , Mutton Kosha , Vetki Paturi , Luchi , Rasmalai , Prawn Malai Curry",https://www.zomato.com/kolkata/the-bhoj-company-dalhousie-bbd-bagh
2321,Cafe Mezzuna,Kolkata,4.5,3586.0,+91 9830164688 033 40080444,"Mexican, Italian, Continental",1600.0,"Forum Mall, 10/3, 4th Floor, Elgin Road, Elgin, Kolkata","Pizza , Cocktails , Pasta , Tiramisu , Mocktails , Risotto , Salad",https://www.zomato.com/kolkata/cafe-mezzuna-elgin
2104,6 Ballygunge Place,Kolkata,4.5,3533.0,033 24603922 +91 9830353881,"Bengali, Bangladeshi, Seafood",700.0,"6, Ballygunge Place, Ballygunge, Kolkata","Daab Chingri , Luchi , Bhetki Paturi , Fish Fry , Mishti Doi , Nolen Gurer Ice Cream , Kosha Mangsho",https://www.zomato.com/kolkata/6-ballygunge-place-ballygunge
2236,Traffic Gastropub,Kolkata,4.5,1954.0,+91 9903446566 +91 7797504404,"North Indian, Italian, Pizza",1800.0,"2 Floor, City Centre, Rajarhat Newtown, Chinar Park, Kolkata","Cocktails , Pizza , Beer , Cosmopolitan , Long Island Iced Tea , Nachos , Mojito",https://www.zomato.com/kolkata/traffic-gastropub-chinar-park
2050,Carpe Diem,Kolkata,4.5,3049.0,033 46023235 +91 7003523869,"Chinese, North Indian, Continental",1000.0,"18M, Park Street Area, Kolkata","Pizza , Mocktails , Cocktails , Chicken Lasagne , Pesto Pasta , Cajun Chicken , Tiramisu",https://www.zomato.com/kolkata/carpe-diem-2-park-street-area
2069,Oudh 1590,Kolkata,4.5,5953.0,+91 7604035764 +91 7604035765,"Biryani, Mughlai, Awadhi",1200.0,"Shop 23/B, Desapriya Park West, Kolkata","Raan Biryani , Galauti Kebab , Firni , Chicken Irani , Paratha , Shahi Tukda , Awadhi Biryani",https://www.zomato.com/kolkata/oudh-1590-desapriya-park
8066,Barbeque Nation,Kolkata,4.5,875.0,033 64806060,"North Indian, Chinese, Kebab, BBQ",1800.0,"Shop 410, 104, 4th Floor, Lake Mall, Rashbehari Avenue, Lake Market Area, Kolkata","Paan Kulfi , Gulab Jamun , Fish , Biryani , Prawn , Salad , Brownie",https://www.zomato.com/kolkata/barbeque-nation-lake-market-area
2876,Dum Laga Ke Haishaa,Kolkata,4.5,908.0,+91 9830472732 +91 8620033936,"North Indian, Chinese",1400.0,"Plot 11-16, Block EP & GP, Reshmi Building, Near Webel More, Sector 5, Salt Lake, Kolkata","Biryani , Fish , Gulab Jamun , Naan , Dal Makhani , Mocktails , Afghan Chicken",https://www.zomato.com/kolkata/dum-laga-ke-haishaa-sector-5-salt-lake
8396,Momo I Am,Kolkata,4.5,1771.0,+91 7044519815 +91 7044519816,"Tibetan, Chinese, Asian, Momos",600.0,"CD 18, Near Kalyan Jewelers, City Centre 1, Sector 1, Salt Lake","Momos , Noodle , Pork Bao , Momo Platter , Chilli Pork , Chicken Bao , Clear Soup",https://www.zomato.com/kolkata/momo-i-am-sector-1-salt-lake
4842,Solid Gulp (Bapi Dar Momo),Kolkata,4.5,1750.0,+91 9874891381 +91 9143057902,"Chinese, Tibetan, Momos",200.0,"Karunamoyee Bus Stop, Sector 2, Salt Lake","Momos , Chicken Momo , Chicken Wings , Chicken Fry , Chicken Pakora , Chicken Sandwich , Hot Cake",https://www.zomato.com/kolkata/solid-gulp-bapi-dar-momo-sector-2-salt-lake
2601,Cafe HQ,Kolkata,4.5,1204.0,+91 9123790110 +91 8697913874,"Cafe, Continental, Italian, Chinese",600.0,"1/4, 202, S P Mukherjee Road, Bawali Mandal Road, Mudiali, Ravindra Sarovar, Tollygunge, Kolkata","Freak Shake , Pizza , Burgers , Peri Peri Chicken , Steak , Brownie , Freakshakes",https://www.zomato.com/kolkata/cafe-hq-tollygunge
3583,Pepper Chino,Kolkata,4.5,869.0,+91 7004985103 +91 9831236045,"North Indian, Continental, Chinese",1200.0,"Shop 35, A Paddapukur, Paddapukur, Kolkata","Mocktails , Dal Bukhara , Noodle , Caramel Custard , Fish , Gulab Jamun , Pizza",https://www.zomato.com/kolkata/pepper-chino-1-paddapukur
2607,Kouzina Mining Co.,Kolkata,4.5,985.0,033 40010898 033 40010899,"North Indian, Chinese, Continental",1500.0,"AD - 79, Sector 1, Salt Lake City, Kolkata","Cheesecake , Fish , Dal Makhani , White Chocolate Mousse , Mocktails , Chips , Biryani",https://www.zomato.com/kolkata/kouzina-mining-co-sector-1-salt-lake
8199,Hoppipola,Kolkata,4.5,253.0,+91 6292154644 +91 6292149209,Bar Food,1000.0,"1st Floor, Plot G1, Infinity Benchmark, Opposite RDB Cinemas, Block GP, Sector 5, Salt Lake, Kolkata","Cocktails , Khichda , Long Island Iced Tea , Chicken Momo , Kosha Mangsho , Brownie , Pepperoni Pizza",https://www.zomato.com/kolkata/hoppipola-sector-5-salt-lake
2381,My Big Fat Belly,Kolkata,4.5,2573.0,+91 9038023559 +91 8961044222,"Pizza, Burger, Fast Food, Italian, Continental, Beverages",1500.0,"22, Sarat Bose Road, Sreepally, Bhawanipur, Kolkata","Burgers , Pizza , Pasta , Mousse Cake , Fries , Kiwi Drink , Chicken Lasagne",https://www.zomato.com/kolkata/my-big-fat-belly-bhawanipur
3070,Pasteleria Bakery,Kolkata,4.5,96.0,+91 9903513996,Bakery,400.0,"AA-29, Prafulla Kanan Road, Kestopur, Kolkata","Cupcake , Dark Chocolate Pastry , Chocolate Truffle Cake",https://www.zomato.com/kolkata/pasteleria-bakery-kestopur
3593,Panna's Fresh N Bakes,Kolkata,4.5,328.0,+91 9051620336,"Bakery, Beverages",200.0,"54/N Diamond Harbour Road, Behala Tramdepot, Behala, Kolkata","Chocolate Cake , Mudpie , Chocolate Pastry , Pizza , Panna , Hot Dog , Pineapple Pastry",https://www.zomato.com/kolkata/pannas-fresh-n-bakes-behala
2113,JW Kitchen - JW Marriott Hotel,Kolkata,4.5,4037.0,+91 7603037737 +91 7604070217,"North Indian, European, Mediterranean, Thai, Salad, Juices",3000.0,"JW Marriott Hotel, 4A, J.B.S Haldane Avenue, Science City Area, Kolkata","Pasta , Salad , Noodle , Biryani , Lunch Buffet , Waffles , Fish",https://www.zomato.com/kolkata/jw-kitchen-jw-marriott-hotel-science-city-area
9193,Oh!  Calcutta,Kolkata,4.5,1012.0,033 22517036 +91 9330627512,"Bengali, Seafood",1500.0,"3rd Floor, Silver Spring Arcade, E.M. Bypass, Science City Area, Kolkata","Daab Chingri , Kosha Mangsho , Fish , Railway Mutton Curry , Luchi , Mutton Kosha , Brownie",https://www.zomato.com/kolkata/oh-calcutta-science-city-area
358,Why Not,Kolkata,4.5,581.0,+91 9836590200 +91 9836540777,"Continental, Chinese, Thai",1000.0,"23/13, Gariahat Road, Gariahat, Kolkata","Pork Chops , Chelo Kebab , Brownie , Mocktails , Watermelon Mojito , Fish , Chicken Steak",https://www.zomato.com/kolkata/why-not-gariahat
2542,Oh! Calcutta,Kolkata,4.5,1823.0,+91 9330627510 033 46014605,"Bengali, Seafood",1800.0,"Forum Mall, 10/3, 4th Floor, Elgin Road, Elgin, Kolkata","Daab Chingri , Luchi , Kosha Mangsho , Nolen Gurer Ice Cream , Fish Fry , Prawn Curry , Chicken Salad",https://www.zomato.com/kolkata/oh-calcutta-elgin
2196,Some Like It Hot,Kolkata,4.5,276.0,+91 9609805303 +91 9836873442,"Cafe, Fast Food",600.0,"32/9, Gariahat Road South, Selimpur, Dhakuria, Kolkata","Burgers , Chicken Jumbo Burger , Kit Kat Shake , Mocktails , Beef Burger , Pan Fried Momos , Pork Momo",https://www.zomato.com/kolkata/some-like-it-hot-dhakuria
2757,BJs Sports Restrau Cum Lounge,Kolkata,4.5,1550.0,+91 9830770844 +91 8334985489,"Cafe, North Indian",750.0,"104/1A, Sarat Bose Road, Near 85 Lansdowne, Hazra, Kolkata","Mocktails , Pasta , Chicken Pizza , Caesar Salad , Cocktails , Blackberry Mojito , Lasagne",https://www.zomato.com/kolkata/bjs-sports-restrau-cum-lounge-hazra
7425,Keventers - The Original Milkshake,Kolkata,4.5,239.0,+91 8335913129,"Beverages, Desserts, Ice Cream",400.0,"Block EP & GP, Omega Building, Bengal Intelligent Park, Sector 5, Salt Lake, Kolkata","Vanilla Milk Shake , Rasmalai Shake , Kit Kat Shake , Oreo Chocolate Shake , Thick Shakes , Chocolate Hazelnut Shake , Strawberry Milkshake",https://www.zomato.com/kolkata/keventers-the-original-milkshake-sector-5-salt-lake
2800,Pabrai's Fresh and Naturelle Ice Cream,Kolkata,4.5,810.0,+91 9007082727 033 40732695,"Ice Cream, Desserts",200.0,"28, Sarat Bose Rd, Chakraberia, Ballygunge, Kolkata","Nolen Gur , Nolen Gurer Ice Cream , Rich Chocolate Brownie , Caramel Crunch , Chocolate Brownie Ice Cream , Tender Coconut Ice Cream , Paan Ice Cream",https://www.zomato.com/kolkata/pabrais-fresh-and-naturelle-ice-cream-paddapukur
2177,Hard Rock Cafe,Kolkata,4.5,2524.0,033 46021881,"Mexican, American",2500.0,"57, Park Mansion, Park Street, Near Reliance Digital, Park Street Area, Kolkata","Burgers , Cocktails , Legendary Burger , Long Island Iced Tea , Onion Rings , Mocktails , Fries",https://www.zomato.com/kolkata/hard-rock-cafe-park-street-area
2489,Zaairah,Kolkata,4.5,970.0,+91 6292116140 +91 6292116144,"North Indian, Chinese, Mexican",1000.0,"EC-18, Sector 1, Salt Lake","Dal Makhani , Mocktails , Paneer Lababdar , Kulcha , Brownie , Lasagne , Pizza",https://www.zomato.com/kolkata/zaairah-sector-1-salt-lake
3220,Calcutta Pi,Kolkata,4.5,228.0,+91 7596083993,"Bengali, North Indian, Beverages",800.0,"390A, Jodhpur Park, Kolkata","Basanti Pulao , Kosha Mangsho , Dimer Devil , Bhetki Paturi , Murgh Peshawari , Mutton Kosha , Malpua",https://www.zomato.com/kolkata/calcutta-pi-jodhpur-park
2794,Cafe ICanFlyy,Kolkata,4.5,733.0,033 24754403 033 24754404,"Cafe, Pizza, Italian",800.0,"4B Valmikee Street, Near Maddox Square, Hazra, Kolkata","Pizza , Pasta , Sandwich , Hot Chocolate , Burgers , Fries , Brownie",https://www.zomato.com/kolkata/cafe-icanflyy-hazra
9266,Kookie Jar,Kolkata,4.5,721.0,+91 9836804109 033 23583353,"Bakery, Desserts, Fast Food",350.0,"City Centre 1, Ground Floor, Sector 1, Salt Lake, Kolkata","Chicken Patty , Lemon Tarts , Macaroon , Chicken Shawarama , Sandwich , Chicken Puff , Mutton Patty",https://www.zomato.com/kolkata/kookie-jar-sector-1-salt-lake
7988,Krazzy for Waffle,Kolkata,4.5,60.0,033 40010102,"Desserts, Beverages",300.0,"EC-45, FP Road, EC Block, Bidhannagar, Sector 1, Salt Lake, Kolkata","Waffles , Brownie , Mango Shake , Thick Shakes , Rabri , Mango Mania , Mango Ice Cream",https://www.zomato.com/kolkata/krazzy-for-waffle-sector-1-salt-lake
4056,Bosphorus Churros & Co.,Kolkata,4.5,151.0,+91 7595046495 +91 7595046496,Fast Food,500.0,"G1, Oasis Bliss, 31, Ram Mohan Dutta Road, Bhawanipur, Kolkata","Churros , Healthy Breakfast , Ferrero Rocher , Hot Chocolate , Strawberry Shake , Bounty Chocolate , Cereal Bowl",https://www.zomato.com/kolkata/bosphorus-churros-co-bhawanipur
2143,India Restaurant,Kolkata,4.5,4332.0,+91 8481848484 +91 8420533005,"Biryani, Mughlai, North Indian, Chinese, Kebab",800.0,"34, Karl Marx Sarani, Kidderpore, Kolkata","Firni , Shahi Tukda , Mutton Biryani , Mutton Rara , Phirni , Paratha , Awadhi Biryani",https://www.zomato.com/kolkata/india-restaurant-kidderpore
3077,Baraanda,Kolkata,4.5,351.0,+91 9674729500 +91 9748082904,Bengali,1000.0,"P-524, Hemanta Mukhopadhyay Sarani, Near Vivekananda Park, Southern Avenue, Kolkata","Fish , Mochar Paturi , Daab Chingri , Luchi , Kosha Mangsho , Ilish , Bangali Khabar",https://www.zomato.com/baraanda-southern-avenue
2747,Overdose,Kolkata,4.5,1801.0,+91 9163929222 +91 9903791649,"Chinese, Asian, Tibetan, Thai, Momos",550.0,"23, Lake Terrace, Sarath Bose Road, Southern Avenue, Kolkata","Momos , Noodle , Hunan Chicken , Fish , Crispy Honey Chicken , Hakka Noodles , Devilled Chicken",https://www.zomato.com/kolkata/overdose-southern-avenue
3766,Millie's,Kolkata,4.5,85.0,+91 7596075002 +91 8240958264,"Bakery, Desserts",500.0,"33, Lower Basement, B2 Level, Quest Mall, Syed Amir Ali Ave, Park Circus, Beck Bagan Row, Ballygunge, Kolkata","Cheesecake , Blueberry Cupcake , Red Velvet Cake , Oreo Shake , Mango Shake , Tiramisu Shake , Faluda",https://www.zomato.com/kolkata/millies-ballygunge
2227,Mainland China,Kolkata,4.5,2397.0,+91 6292192008,"Chinese, Asian, Sushi, Momos, Japanese, Thai",2000.0,"Uniworth House, 3A, Gurusaday Road, Ballygunge, Kolkata","Fish , Jumbo Prawns , Prawn , Cocktails , Momos , Dumplings , Lunch Buffet",https://www.zomato.com/kolkata/mainland-china-ballygunge
